gene	genename	gene_type	alpha	n_snps_in_window	n.snps.in.model	lambda_min_mse	test_R2_avg	test_R2_sd	cv_R2_avg	cv_R2_sd	in_sample_R2	nested_cv_fisher_pval	rho_avg	rho_se	rho_zscore	pred.perf.R2	pred.perf.pval	cv_rho_avg	cv_rho_se	cv_rho_avg_squared	cv_zscore_est	cv_zscore_pval	cv_pval_est
ENSG00000225285.1	LINC01770	lincRNA	0.5	1180	13	0.293361581437594	0.127040063008446	0.056200498374333	0.0947375569428703	0.0764411770050794	0.224630557942526	0.000215333435838714	0.409798394732226	0.0515206783415503	4.7203761121591	0.16793472432511	2.3540895199252e-06	0.357037135579121	0.148075560649707	0.127475516182543	3.87972216600653	0.000104575846602308	0.0350203154982123
ENSG00000215915.9	ATAD3C	protein_coding	0.5	1180	13	0.422238113540003	0.0177179791146025	0.018033105744928	-0.00684418400611473	0.043243442849482	0.0370247866520768	0.15297537901254	0.216934012348089	0.129322130572437	2.43357506674019	0.0470603657134408	0.0149505350172272	0.0715129295092892	0.251953238911383	0.00511409908700057	0.703098636200888	0.481994282022066	0.700624098816397
ENSG00000284740.1	AL645728.2	transcribed_unprocessed_pseudogene	0.5	1225	11	0.370467907122135	-0.0209579200184974	0.099117950847652	0.0509657550934125	0.0950181189656472	0.106695894466839	0.00409138147313365	0.182416763244342	0.338041286904437	2.31245669328966	0.0332758755125422	0.0207525292170458	0.347063325868393	0.342745645147227	0.12045295216283	4.74585690811636	2.07625456877029e-06	7.73193689873333e-06
ENSG00000078369.17	GNB1	protein_coding	0.5	1651	32	0.335717706359038	0.017997760724978	0.0565777231168366	0.0445581374035188	0.158281656741188	0.156080326911204	0.28191328700387	0.176716258017949	0.161330651286651	1.96395783440117	0.0312286358478662	0.0495349819797513	0.238150263081	0.343370962376702	0.0567155478055496	2.74238902511903	0.00609940561984736	0.0197816321592608
ENSG00000169885.9	CALML6	protein_coding	0.5	1694	14	0.335320906404794	0.0114999062574811	0.145643264964606	0.0727329083977579	0.160539343200763	0.21277127697989	0.0560205035546267	0.223601541007706	0.212761233681926	2.5444755109426	0.049997649141021	0.010944198555075	0.363296937908874	0.323506765973922	0.131984665093964	4.34208023246151	1.41139969400897e-05	0.000249520700943493
ENSG00000272449.1	AL139246.5	lincRNA	0.5	2615	7	0.510940802356823	0.028858701591038	0.0538840098413219	0.0326622903830576	0.0662366352853222	0.0839907855942275	0.0594896275541215	0.252320186776142	0.142384337423552	2.84427297117154	0.0636654766547473	0.00445128949366057	0.3129568708152	0.17272181465442	0.0979420029904417	3.38799347121286	0.000704059402075803	0.0958691813607783
ENSG00000228037.1	AL139246.3	lincRNA	0.5	2606	1	0.472302741362355	-0.0205748568528959	0.0602273265853824	-0.0353264417192774	0.068338320316061	0.0429856550041635	0.0832436728717863	0.180767899700785	0.172234852343241	2.00800470607451	0.0326770335622332	0.0446427915828698	0.0745255365047135	0.292939833423565	0.00555405559131538	0.871075802945853	0.383712765036346	0.482158604251594
ENSG00000215912.12	TTC34	protein_coding	0.5	2859	70	0.319942024806485	0.19351044761007	0.0469789459440615	0.210346308014229	0.176590946018633	0.342419746393803	4.08046764261165e-06	0.471376433291638	0.0707606205123943	5.57090767789393	0.222195741862746	2.53415594666197e-08	0.512810633310704	0.247060326691809	0.262974745636525	6.22211922486415	4.90484076376664e-10	5.52533384617441e-07
ENSG00000116213.15	WRAP73	protein_coding	0.5	3792	69	0.233888078109915	0.0293337163033911	0.10726452361063	0.0857348309068605	0.132290315401668	0.480314108061979	0.0821289879621931	0.196240165159084	0.225788305856671	2.25771992835765	0.0385102024216645	0.0239631259963371	0.298246515135767	0.224094233758088	0.0889509837906293	3.25521555621906	0.00113306332305389	0.0704257254236077
ENSG00000116198.12	CEP104	protein_coding	0.5	4086	14	0.399574089345591	0.0378350197991392	0.0255870568231821	0.0213941782403121	0.123638712804083	0.156909619858206	0.0262130280760329	0.292369045243726	0.0987015171810673	3.27617707493945	0.085479658616728	0.00105222566208802	0.22131921793616	0.324467641136163	0.0489821962278733	2.46855464603472	0.0135659937099945	0.0599130181053291
ENSG00000198912.10	C1orf174	protein_coding	0.5	4103	27	0.293921277389914	0.163332249588327	0.045454490577898	0.131540880222828	0.168708008333885	0.388806806614404	1.74265659253119e-06	0.479483541430038	0.0991532163073475	5.70644333739587	0.229904466502291	1.15361285957082e-08	0.420509581081861	0.205280592155763	0.176828307781642	4.745625208386	2.07863284784001e-06	0.00128810761731108
ENSG00000158292.6	GPR153	protein_coding	0.5	2952	16	0.45418533558445	0.0839406685366031	0.0320058699190382	0.09712206743888	0.0640860178908537	0.188004837533151	0.00112741202164359	0.369656288609159	0.102534322148443	4.23202295509422	0.136645771708298	2.31598764442727e-05	0.392579844045464	0.130175669566685	0.154118933950761	4.28547552485169	1.82348723712575e-05	0.0117192543307307
ENSG00000069812.11	HES2	protein_coding	0.5	2802	1	0.552952790251209	-0.0265838433836174	0.075777623793015	0.0109599367452831	0.0368352003051012	0.036607011894859	0.158909149482651	0.206968811064809	0.144400011164846	2.30112014370567	0.0428360887535808	0.0213848410282627	0.258511598033447	0.235653892658548	0.0668282463178064	2.83894769228217	0.00452625759675632	0.103177006138897
ENSG00000049245.12	VAMP3	protein_coding	0.5	2855	9	0.360881068730632	0.0951013263718569	0.052749452289386	0.11145376809931	0.145578440645222	0.20908383027714	0.00044492711508014	0.371641856202574	0.156757417726826	4.33477605227485	0.138117669281694	1.45908585208703e-05	0.398290061521368	0.234567520063487	0.158634973106695	4.57188172763587	4.8336375645286e-06	0.00123106096580186
ENSG00000224315.2	RPL7P7	processed_pseudogene	0.5	2815	24	0.342313651642899	0.0486438027660523	0.10022294133837	0.00631173792168443	0.12605631974996	0.217732154108641	0.00177638273314032	0.328039310291968	0.210088646843168	3.80819702889565	0.10760978909683	0.000139983719362407	0.286425728813985	0.204723979911029	0.0820396981266225	3.17429843235057	0.00150199172787558	0.11987191475502
ENSG00000284693.1	AL928921.2	lincRNA	0.5	2232	2	0.496932260541189	0.01557402044162	0.0308512222026082	0.0189212189178747	0.0401147437773611	0.0575251470684481	0.109945335474574	0.217548837639856	0.165092945437698	2.46994909602175	0.0473274967584524	0.0135132279760864	0.311690626638943	0.242807647512602	0.097151046734577	3.51094850102896	0.000446510890732544	0.040599629137579
ENSG00000162444.11	RBP7	protein_coding	0.5	2396	10	0.420546656951956	0.0375419746601744	0.0491053973026824	0.00525617882362183	0.0778151776118479	0.103693731927992	0.0617975063228171	0.248845793947022	0.14980261015026	2.80532710378202	0.0619242291651238	0.00502655402555482	0.193841096665177	0.271325407678257	0.0375743707563583	2.10211839239335	0.0355429061186516	0.245578064273135
ENSG00000054523.17	KIF1B	protein_coding	0.5	2318	31	0.355944894224291	-0.0158704995892465	0.144542478042961	0.0368323738315072	0.164023723807787	0.245916703601521	0.00571512853859851	0.279945843854317	0.236815523840396	3.2869481692656	0.0783696754913055	0.00101279472865318	0.296890594673363	0.198781509060648	0.0881440252055031	3.24029900927133	0.00119404417355503	0.106619917312567
ENSG00000142657.20	PGD	protein_coding	0.5	1907	38	0.267714573058786	0.401468782762367	0.0804992004228673	0.418538925912642	0.128286813385445	0.510675393885877	3.52378502283414e-14	0.653838227165972	0.0853027443869424	8.5969928763119	0.427504427303542	8.18320646384437e-18	0.671751893093423	0.111204291892425	0.451250605874598	8.50405207494994	1.83085348394715e-17	5.01709048214396e-12
ENSG00000120942.13	UBIAD1	protein_coding	0.5	2692	81	0.170233248187828	0.00301631509924427	0.0173484299166704	0.0129933668645639	0.30369059299583	0.531319515970353	0.279354680428375	0.19920451865219	0.0976568796000814	2.1995121278655	0.0396824402514508	0.0278415277389327	0.30340294166759	0.241063201247667	0.0920533450125468	3.37790397696633	0.00073040580884465	0.0546662661840552
ENSG00000116661.10	FBXO2	protein_coding	0.5	2470	23	0.402874408171138	0.116837722941576	0.144718990686142	0.186016925091197	0.0860414118647444	0.262801491730851	4.20419743988059e-07	0.443925000263234	0.243778453777375	5.53449706493859	0.197069405858713	3.12122657607303e-08	0.517740542108235	0.164162352397955	0.268055268942529	6.02209200056282	1.72176973803608e-09	7.16670566909339e-06
ENSG00000116688.16	MFN2	protein_coding	0.5	2181	31	0.292994022700794	0.225342481300628	0.14967490959192	0.2287902847564	0.14282537223461	0.334097907588367	7.54371973002804e-08	0.500359067651264	0.1553837068833	6.15351882957776	0.250359196580842	7.57823745692498e-10	0.476517213137863	0.217136081151102	0.227068654416675	5.52293071633882	3.33391226816361e-08	4.37218372117164e-05
ENSG00000179412.10	HNRNPCL4	protein_coding	0.5	2049	18	0.364705363866631	0.023239436109104	0.0695442277987522	0.0977720937348132	0.115724231329649	0.180571120406508	0.0278399695326564	0.267243561284373	0.176137142969067	3.04014485827632	0.0714191210479544	0.00236464385942135	0.298257857115724	0.248486349881997	0.0889577493312639	3.35458347832417	0.000794845666671405	0.0484357237773338
ENSG00000189337.16	KAZN	protein_coding	0.5	5210	118	0.130125735642577	-0.0617257203650954	0.179521047976308	-0.128540572422707	0.546808890247255	0.761849167830231	0.0781040329632052	0.255577333096442	0.095314718763714	2.84877044229705	0.0653197731926895	0.00438885347907351	0.354344480185188	0.0764561401179796	0.125560010637711	3.7685130410443	0.000164222906912531	0.067181188144238
ENSG00000228140.1	AL031283.1	lincRNA	0.5	3727	8	0.378786057681491	0.078124952115971	0.0426745691298597	0.0881544045715406	0.198816834676824	0.15215931818524	0.000405525391081106	0.388265078874124	0.109259475581746	4.48296712174424	0.15074977147313	7.36122745249271e-06	0.407183349729122	0.276278514348748	0.165798280296628	4.69254784849863	2.69823399599726e-06	0.000298660586660364
ENSG00000142634.12	EFHD2	protein_coding	0.5	3735	13	0.378473106207185	0.00886423416703119	0.0895891723987976	0.0476094793526362	0.129929616462892	0.170668920144902	0.0312765499456018	0.242860623457353	0.211020251039628	2.77123480956629	0.0589812824260943	0.00558441400605091	0.291125860803052	0.342203257072743	0.084754266828318	3.39153316493674	0.000695027509514542	0.00335096579951875
ENSG00000183888.4	C1orf64	protein_coding	0.5	2919	74	0.237684116324141	-0.014259059264392	0.0968662994671289	0.0844269555698714	0.191047115698746	0.39427293481494	0.161518170893145	0.202001763169193	0.15864843388944	2.26172634755435	0.0408047123234626	0.0237143158312308	0.357460832284767	0.259393874620067	0.127778246617718	4.15997513233127	3.18282246860388e-05	0.00405907883660687
ENSG00000186510.11	CLCNKA	protein_coding	0.5	2916	82	0.191778273988829	0.172960851461791	0.0974719313366751	0.142629574479869	0.189923530166656	0.456104697701026	4.36028376475903e-05	0.417749040575578	0.139784944000641	4.92546577128462	0.174514260901816	8.41596425405244e-07	0.391000111453474	0.208205850035812	0.152881087156629	4.38377971844198	1.16637716689146e-05	0.0045495720885888
ENSG00000142627.12	EPHA2	protein_coding	0.5	2956	40	0.275687736767131	0.0140916653503691	0.104448583338909	0.047729165232143	0.123486527366742	0.298394726594026	0.00592855678902273	0.327518507139958	0.113667884689557	3.728700767002	0.107268372519187	0.000192469535062074	0.367680650698816	0.171003633030634	0.135189060898305	4.02955203458787	5.58832451276624e-05	0.0195049410215668
ENSG00000142632.16	ARHGEF19	protein_coding	0.5	2840	103	0.172124755739262	0.253362782836343	0.0629528178306259	0.192505747569533	0.206777977434827	0.555637579042583	3.88288196675409e-09	0.552434455942049	0.093895158576376	6.81507323113265	0.305183828111988	9.42157600513356e-12	0.464337743434458	0.206701775096645	0.215609539977804	5.37621730203957	7.60669801689356e-08	8.61107580902274e-05
ENSG00000237276.8	ANO7L1	transcribed_unprocessed_pseudogene	0.5	2791	77	0.193739754652922	0.156144172227908	0.200438271152238	0.103733930845135	0.186357351755256	0.464650076941512	5.31539093635136e-06	0.426881855294673	0.208691380976537	5.17908977871752	0.182228118379822	2.2297114976412e-07	0.387258947051011	0.207902547778625	0.149969492071058	4.41778124044958	9.97192718938171e-06	0.00320406282417331
ENSG00000080947.14	CROCCP3	transcribed_unprocessed_pseudogene	0.5	2988	26	0.300936502083123	0.0541429325927593	0.0614640179800318	0.0704503465998023	0.13978891020921	0.207761213788086	0.0246496149727864	0.265059749391403	0.186095068890387	2.99545921881666	0.0702566707474332	0.00274031941710341	0.272916118964988	0.255267438874396	0.0744832079909115	3.02013915549892	0.00252658572898718	0.0952524575386587
ENSG00000261135.1	AL137802.2	lincRNA	0.5	2887	5	0.409357109260889	0.00762277589567559	0.064621537104137	0.0194887351068099	0.0976173424469173	0.0914230928677178	0.22585157508006	0.204883436116062	0.119350348765663	2.27016136089157	0.0419772223947243	0.0231977944391116	0.201212738185026	0.326959169251267	0.0404865660079158	2.23355672075748	0.0255122542915416	0.0749629396908427
ENSG00000219481.10	NBPF1	protein_coding	0.5	2879	80	0.181474682362243	0.00456235489101238	0.0626770839611396	-0.0142462264899189	0.294492421360999	0.446581607857838	0.0971806744601439	0.213684570001133	0.127704471208072	2.36997111786513	0.0456610954565691	0.0177894748609101	0.352173322131308	0.195749869473311	0.124026048821002	3.85432474478537	0.000116049476531515	0.0274327700318124
ENSG00000280114.1	AL021920.2	unprocessed_pseudogene	0.5	2717	54	0.224100426619147	0.0774689931630342	0.161374169470961	0.0981180608809557	0.187270032747042	0.421755952197751	0.00304614411960882	0.325476477157602	0.160740295698969	3.77593699055941	0.105934937182923	0.000159407287314319	0.380775493724961	0.240114951149273	0.144989976621488	4.40669373696124	1.04960429791426e-05	0.00222163220932436
ENSG00000268869.5	ESPNP	transcribed_unprocessed_pseudogene	0.5	2790	75	0.179569553906102	0.0091700475970379	0.114580096660834	0.0879047729536373	0.245775309451637	0.480866546936545	0.0960473242129664	0.235627208227899	0.134543132733363	2.64894383743321	0.0555201812572736	0.0080743748581071	0.351140137600019	0.221560432166698	0.12329939623376	3.91038964806084	9.21473519053259e-05	0.014908686128707
ENSG00000227684.2	CROCCP4	transcribed_unprocessed_pseudogene	0.5	2740	29	0.389051280153909	0.0108503447954894	0.0448180823675295	-0.00379422116154616	0.0784798801924458	0.102877541890787	0.352212652196271	0.192710635161719	0.0580923516689695	2.1198220502795	0.0371373889044332	0.0340210550201405	0.151380533142203	0.234969870626571	0.0229160658144177	1.61133543809542	0.107106630705254	0.52255677463749
ENSG00000186715.10	MST1L	transcribed_unprocessed_pseudogene	0.5	2741	45	0.235106592362697	-0.0767475651797451	0.313551158454532	0.0618124666903167	0.305277405274657	0.363803223351017	0.0545707876453133	0.243988709886833	0.1680163828141	2.73568339308169	0.0595304905522411	0.00622508878869836	0.298198595770634	0.330116612385453	0.0889224025195778	3.46674456336944	0.000526802254333306	0.00587105999001425
ENSG00000228549.3	BX284668.2	lincRNA	0.5	2675	14	0.350541367029309	0.0554033258161398	0.0416438697304594	0.0796171150790442	0.174669278675415	0.184025573435115	0.00965009343495148	0.322428461228303	0.0826849705898969	3.63778434736361	0.103960112610052	0.000274993522729277	0.337563486992682	0.318265283793337	0.113949107750658	3.83612349438195	0.000124991574543185	0.00191961288254395
ENSG00000238142.1	BX284668.5	lincRNA	0.5	2689	74	0.186241538582726	0.27432073135218	0.189883951610044	0.283579836986702	0.281153581450733	0.572351892159543	4.21449226854509e-11	0.574569446032672	0.15718058290782	7.38286293742198	0.330130048314292	1.54921492578946e-13	0.519308921210787	0.310137917442015	0.269681755649111	6.3190152655682	2.6323527572696e-10	6.25504477227909e-08
ENSG00000235241.1	BX284668.4	processed_pseudogene	0.5	2689	46	0.18335867087488	0.270416934052317	0.154468522131245	0.31997972798817	0.185127801689658	0.586789441433593	9.59306073005327e-13	0.607603388672668	0.156330181362075	7.97029690074579	0.369181877926509	1.58293610250219e-15	0.595324542270479	0.177156296581144	0.354411310629555	7.23732674030728	4.57614773280179e-13	9.1324405285254e-09
ENSG00000117115.12	PADI2	protein_coding	0.5	2763	30	0.383080542826074	0.202301735391712	0.0390539736987	0.196158089206881	0.118555532053881	0.244339733484195	1.6396530821992e-07	0.511478872117507	0.0798054133158364	6.17074807893057	0.261610636622597	6.79676418415878e-10	0.499491386857735	0.183352299405587	0.249491645545064	5.76596973335826	8.11896303303656e-09	2.11519006240897e-05
ENSG00000142623.9	PADI1	protein_coding	0.5	2818	24	0.38129263843431	0.0400035919869371	0.124035300216311	0.170776757304976	0.0896300769903062	0.261135893376823	0.00202721132276238	0.327458921817207	0.182239140941587	3.82219889674019	0.107229345477688	0.000132266935740676	0.480100611373816	0.237565587082572	0.230496597041512	5.56047687306625	2.69038503772164e-08	1.93343449782409e-05
ENSG00000179023.8	KLHDC7A	protein_coding	0.5	3468	22	0.317444034673714	0.326562463073087	0.104970709460002	0.33431911464561	0.146484980771198	0.446251733498173	3.82230923297748e-13	0.631577021144373	0.111127160325074	8.22259893027022	0.3988895336376	1.99139913184096e-16	0.630472357445749	0.160102865276288	0.397495393503201	7.80032612070926	6.17473933692135e-15	3.67066339445359e-10
ENSG00000127463.14	EMC1	protein_coding	0.5	3506	8	0.465947092580833	-0.0263229238913442	0.162647192194757	0.0494249784688888	0.0442354613341696	0.102607157446061	0.00757416126370266	0.261053573474471	0.243651167341646	3.03763937009007	0.0681489682237909	0.00238439116468553	0.363404961962266	0.197180743331246	0.132063166378796	4.01541844739841	5.93404158702284e-05	0.0162910824055681
ENSG00000211454.13	AKR7L	polymorphic_pseudogene	0.5	3474	6	0.433881707616939	0.0171789845734267	0.0391826220977153	0.0299828756379415	0.055345073182603	0.105555348390898	0.123378517130925	0.197886943936805	0.180046900378695	2.23702291954016	0.0391592425806481	0.0252848421031423	0.214567618790966	0.214482098636083	0.0460392630336254	2.29164269589436	0.0219262696104255	0.398074210061286
ENSG00000040487.12	PQLC2	protein_coding	0.5	3518	27	0.418642696659571	0.15454961948313	0.028719968451386	0.156390203300807	0.133580768143544	0.215665502182926	1.69584394906129e-06	0.470160833559661	0.113863447226419	5.64414977040634	0.221051209413515	1.65999524179328e-08	0.474416093571295	0.231486160721621	0.225070629839448	5.56381102453636	2.63945775330062e-08	2.61839279878785e-05
ENSG00000226396.1	AL031727.1	processed_pseudogene	0.5	3428	8	0.444671764791174	-0.00855669844168376	0.0819291105580629	0.0572569157658309	0.0709644052318358	0.126993072564442	0.148708605373619	0.221307859442869	0.129720507573233	2.46960748458193	0.0489771686511845	0.0135261376922756	0.347324308346549	0.252567595934121	0.120634175168408	4.05530440805566	5.00690542665632e-05	0.00561344819147785
ENSG00000169914.5	OTUD3	protein_coding	0.5	3332	8	0.40239984620215	0.0368439111055125	0.249707942092542	0.0604428008994039	0.218471691917882	0.177785414547714	0.000154694023427937	0.329989946548209	0.281916286664134	4.01866865051487	0.10889336482289	5.85279093634688e-05	0.354745768304404	0.332785042376185	0.125844560129882	4.51233603910609	6.41174964561442e-06	6.87750390146394e-05
ENSG00000188257.10	PLA2G2A	protein_coding	0.5	3244	10	0.392624727156407	-0.0176214038280354	0.112003658653298	0.022930329217826	0.137393269060242	0.13073126027751	0.135342483392098	0.195171945400137	0.194554243659767	2.21541684445534	0.0380920882712742	0.0267314662113098	0.296153273816165	0.314890194273676	0.0877067615920322	3.36330285009318	0.000770158239335629	0.00933127994527505
ENSG00000090432.6	MUL1	protein_coding	0.5	2918	22	0.363098323796935	0.105291947386709	0.186080323444384	0.198027381133084	0.134391897145447	0.293744185396723	4.09367986544703e-05	0.387086050821307	0.225514281068234	4.66537101411008	0.149835610740436	3.08060689448821e-06	0.488422822138387	0.200022441072122	0.238556853185627	5.61987911854655	1.91091112949101e-08	3.70688938125539e-05
ENSG00000117245.12	KIF17	protein_coding	0.5	3037	10	0.398660280166293	0.0314347522945581	0.0293935823794858	0.0308173876795675	0.0594385638041489	0.135780967845684	0.0794168393740701	0.249644681829952	0.119078282922398	2.79244002423153	0.0623224671659782	0.00523121643446386	0.262560191017707	0.217662147547564	0.0689378539072546	2.88131222437653	0.00396023127104272	0.202661201736614
ENSG00000235432.1	AL663074.2	unprocessed_pseudogene	0.5	2949	68	0.176204720704437	-0.0308703575281842	0.14919579127981	0.000964304249686132	0.278045948359888	0.557068254700949	0.202806253034052	0.208337499848203	0.115708393957183	2.32543720086096	0.043404513843	0.0200485942317692	0.304615499400095	0.165832904728057	0.0927906024747693	3.29809152535447	0.000973443987014836	0.127257282313352
ENSG00000236216.5	PPP1R11P1	processed_pseudogene	0.5	3089	44	0.269956311373131	0.00525407779848954	0.0451306102930604	0.0521700898566911	0.152647547803649	0.350729868072798	0.237017156514992	0.204466174870143	0.118032387990281	2.25706441886168	0.0418064166660279	0.0240040497962048	0.236687169761423	0.255948964885851	0.0560208163296728	2.74165049015975	0.00611313504099109	0.12266314448698
ENSG00000142794.18	NBPF3	protein_coding	0.5	3138	29	0.402710402154636	-0.0185618012917179	0.0630347826616068	0.0407797802504388	0.143998499951122	0.182553657162898	0.142597095563851	0.220200860187973	0.136881246080849	2.46269939667991	0.0484884188275231	0.0137895473672351	0.337539747421067	0.240485920203164	0.113933081089078	3.82388013097228	0.000131367800522895	0.0161339892327483
ENSG00000090686.15	USP48	protein_coding	0.5	3043	6	0.534022160054761	-0.129884626591815	0.325097158504139	0.004836207438893	0.0401686991772432	0.0508559547477938	0.252341760489864	0.191586484255232	0.139155860343505	2.13892943126597	0.0367053809492802	0.0324413840384578	0.229100415816165	0.255657317062269	0.0524870005271399	2.53677582346385	0.0111878570785604	0.192730601512517
ENSG00000218510.7	LINC00339	transcribed_processed_pseudogene	0.5	3082	3	0.504663241455057	0.00418766155743191	0.0207699155801309	0.035310730241879	0.038773182611779	0.0655128968364974	0.178665064309443	0.222528880194861	0.0932345650232399	2.46364912252105	0.0495191025207788	0.013753067209981	0.305023747056814	0.176479292208946	0.0930394862685793	3.30423269696532	0.00095236747222201	0.119989687168224
ENSG00000070831.15	CDC42	protein_coding	0.5	3118	31	0.317831242358793	0.0823907596802318	0.0642941397902262	0.075283079470843	0.157523280900916	0.279652723708188	0.0067026017845513	0.315424630863864	0.15214251870899	3.60358933696439	0.0994926977556046	0.000313852803404574	0.306524604685391	0.274138681621143	0.0939573332775351	3.48437398800689	0.000493289683437876	0.0145928840140772
ENSG00000271428.1	AL031281.1	processed_pseudogene	0.5	3079	11	0.388728077647201	0.116049702627535	0.0620102579934588	0.0796742121013974	0.0991281463267809	0.207202700860116	2.65082169281878e-05	0.417558969558076	0.150725174428093	4.97662049406191	0.174355493058402	6.47040042608782e-07	0.368919287184874	0.202273497171343	0.136101440456995	4.1252528804107	3.70327627276044e-05	0.0104841816550841
ENSG00000184677.16	ZBTB40	protein_coding	0.5	3145	9	0.368391949718742	0.0519032915932092	0.0821776334291722	0.0731271609064738	0.10168047406898	0.183002458778311	0.00839831656006852	0.289080442058887	0.200318276062636	3.29938954773542	0.0835675019809615	0.000968953496611128	0.305742656630878	0.283418278348716	0.0934785720837069	3.60031232590741	0.000317835169471776	0.0109180755104886
ENSG00000173372.16	C1QA	protein_coding	0.5	2829	5	0.378434398484578	0.0175250902415367	0.0563876619263474	0.0363317355659431	0.0711682005947789	0.136366114138681	0.0086507981255979	0.283818274918111	0.207913339401927	3.28231568107252	0.0805528131774924	0.00102958271223762	0.322109969461065	0.232501896181136	0.103754832426209	3.63089318242834	0.000282442070628865	0.0304855997226403
ENSG00000159189.11	C1QC	protein_coding	0.5	2826	11	0.36407448217181	0.0275021462834202	0.0734643067140324	0.0337466046918406	0.131911228006898	0.195546651843161	0.0380985089555573	0.235478102996718	0.200192079700464	2.67940141359774	0.055449936990933	0.0073753918165874	0.249522792447945	0.316381023347568	0.0622616239510204	2.84393047078545	0.00445607706936505	0.035787433967682
