gene	genename	gene_type	alpha	n_snps_in_window	n.snps.in.model	lambda_min_mse	test_R2_avg	test_R2_sd	cv_R2_avg	cv_R2_sd	in_sample_R2	nested_cv_fisher_pval	rho_avg	rho_se	rho_zscore	pred.perf.R2	pred.perf.pval	cv_rho_avg	cv_rho_se	cv_rho_avg_squared	cv_zscore_est	cv_zscore_pval	cv_pval_est
ENSG00000183814	LIN9	protein_coding	0.5	3972	15	0.169088439596072	0.0110337619729544	0.0287087822337131	0.0166585580329047	0.0188307537038229	0.0451135937122055	1.51874687620216e-05	0.164624264369914	0.119333147026435	4.5539029560002	0.0271011484193354	5.26596557020653e-06	0.154173906539599	0.0787447266871436	0.023769593457681	4.1981715109196	2.69078812335912e-05	0.0108001660854611
ENSG00000116786	PLEKHM2	protein_coding	0.5	4105	29	0.144073657932868	0.0098743468282634	0.018779249677868	0.0185338026865985	0.0376371603406025	0.074270602154757	0.0103212892218211	0.111159278287782	0.0945436430957416	3.05593501911506	0.0123563851494605	0.00224359874382826	0.163495794614402	0.14273195570249	0.0267308748565948	4.51491453912919	6.33423043455301e-06	0.000119908397792505
ENSG00000134222	PSRC1	protein_coding	0.5	2768	9	0.180004470710334	0.00731810529210537	0.00981830001764393	0.00709291351752371	0.0178454073848385	0.029351383259956	0.0771405945068706	0.101743186729327	0.0548384258675575	2.77797065876024	0.0103516760458386	0.00546995573495992	0.108277416310205	0.0985691804313801	0.0117239988828135	2.94395447811526	0.00324047658542281	0.0930382952119407
ENSG00000116771	AGMAT	protein_coding	0.5	4293	42	0.154364924745351	0.171484358649242	0.0510362672465373	0.181492514275251	0.0515446845565153	0.204406455427276	3.15196682421069e-33	0.431391132280614	0.0835928914865866	12.6370925647405	0.18609830901035	1.31839441181521e-36	0.434875417755972	0.0710125241111556	0.189116628968431	12.6040606348684	2.00547727254893e-36	6.09104628636273e-30
ENSG00000162746	FCRLB	protein_coding	0.5	3650	10	0.180920316037816	-0.00103114074074457	0.0078915900485547	0.0145714948013603	0.0143075535787616	0.0356801601594369	0.0013918784176542	0.147863951793993	0.0619566275363726	4.05950906196157	0.0218637482401364	4.9175999530594e-05	0.142423486750296	0.0894862038973898	0.0202844495781118	3.88175156523686	0.000103706795341693	0.0162586804337924
ENSG00000173218	VANGL1	protein_coding	0.5	2951	28	0.1519825313265	0.0672256605789157	0.0242289542723547	0.0677621892254111	0.0374492744912082	0.106199118932485	1.18277384209599e-12	0.275759901887758	0.0752114242750515	7.73544815194253	0.0760435234891456	1.03039486951484e-14	0.270649644929535	0.0807169566365549	0.0732512303004836	7.51192764635709	5.82629899248554e-14	6.45217883485247e-10
ENSG00000198468	FLVCR1-AS1	lincRNA	0.5	3174	48	0.123576021794088	0.419969199054847	0.0560012433345671	0.418327656288345	0.0693291962324381	0.454125055125886	1.53245423878795e-89	0.654893976700448	0.0513480059200662	21.4034098281041	0.428886120718528	1.24185414739787e-101	0.654445769246518	0.0585784843866101	0.428299264884667	21.204276323525	8.72014624511131e-100	1.59235723426601e-84
ENSG00000143771	CNIH4	protein_coding	0.5	3196	48	0.0953156958219706	0.0457511861653181	0.0229849883715354	0.0511944119389318	0.0329756249911465	0.124396004744044	1.00393185794097e-08	0.235150381470582	0.0511479403646285	6.52304091174418	0.0552957019057601	6.88960603194031e-11	0.240138172306665	0.0774150139898642	0.0576663417987857	6.62646532492452	3.43820190153754e-11	1.83366848809603e-07
ENSG00000162769	FLVCR1	protein_coding	0.5	3198	160	0.0714547327054735	0.224397671330123	0.0531724348105004	0.225123336697521	0.0516042021059416	0.375877190896156	3.97506771655305e-41	0.477643141666893	0.0648522600486679	14.1911510594591	0.22814297078142	1.03938552007159e-45	0.475186596420834	0.0465168727920062	0.225802301418016	13.9304612497337	4.13675298727668e-44	2.22795062027745e-36
ENSG00000135776	ABCB10	protein_coding	0.5	3369	7	0.19929790451239	0.00552211463831909	0.0214327111243557	0.0125152357510143	0.0131752800185904	0.0253391264771216	0.000722905741415784	0.145286912623275	0.0926690947498108	3.9962604946845	0.0211082869796033	6.43509223269669e-05	0.143900997614262	0.0928603203534389	0.0207074971143798	3.94014145158853	8.1433578301131e-05	0.0146920692005081
ENSG00000284740	AL645728.2	transcribed_unprocessed_pseudogene	0.5	1513	5	0.141826178719199	0.0108775483826585	0.0129354276504547	0.0166221123832716	0.0172357829157503	0.0322965133172142	0.00874393004271199	0.122605377856764	0.0793171593321978	3.36048400329839	0.0150320786794	0.000778060362625926	0.144100619445693	0.0954009632348974	0.0207649885246323	3.93243865879806	8.40884412224161e-05	0.0123683358148368
ENSG00000197785	ATAD3A	protein_coding	0.5	1553	10	0.15233463421348	0.00711649782639896	0.0161831799490466	0.0131905352720764	0.0308971714153752	0.0329865348898709	0.000141013472276034	0.152091384245791	0.108265290016402	4.19926079226657	0.0231317891618007	2.6778775781213e-05	0.1511328095732	0.127456600153827	0.0228411261294893	4.1515257376989	3.30266114429493e-05	0.00150602436828096
ENSG00000131697	NPHP4	protein_coding	0.5	4228	9	0.228909872149682	0.0230844572807895	0.0287142744379549	0.0255337268595413	0.0254874395975164	0.0445529152459517	6.53210498984884e-06	0.189206792988558	0.0739617784067964	5.22804928598932	0.0357992105130151	1.71307850128782e-07	0.177612926420321	0.119632497762607	0.0315463516315904	4.90590005554143	9.29998747511345e-07	0.000166903504197132
ENSG00000143494	VASH2	protein_coding	0.5	3142	53	0.118171219464856	0.0297770877305715	0.0571342220763534	0.0390739375112164	0.0415737898095868	0.130129920324934	1.49860211528276e-08	0.211729602803671	0.126453121958308	5.91293519100693	0.0448294247034002	3.36064435221393e-09	0.212834678153438	0.0850819051077098	0.0452986002246774	5.85345962829749	4.81451164768918e-09	9.28525939794922e-06
ENSG00000162851	TFB2M	protein_coding	0.5	5367	15	0.192799841931168	0.0151947260599339	0.0111852176423604	0.0138653190804654	0.0303126655567477	0.0402018354843392	9.57885333649591e-06	0.187426259200045	0.0705952700423964	5.17232023149851	0.0351286026377226	2.31204899259388e-07	0.171041232195821	0.134286356914098	0.0292551031110649	4.72593384539283	2.29060218184432e-06	0.00013145050664563
ENSG00000169641	LUZP1	protein_coding	0.5	3225	8	0.200134263842602	0.0215468084650441	0.0309090808824574	0.0323533256563205	0.0180858221501381	0.0490681884844921	7.78615899988005e-07	0.191010918727447	0.114168437070667	5.30885861086778	0.0364851710731033	1.10313863671799e-07	0.212264315296225	0.0755848792429249	0.0450561395481754	5.82447415159384	5.72927041504934e-09	1.54712116725644e-05
ENSG00000162378	ZYG11B	protein_coding	0.5	2543	19	0.152485893973742	0.0293791234860576	0.0229907767509226	0.0310769792563248	0.0213796408618179	0.0547512276198863	7.40955448623068e-06	0.188004881186698	0.0761474726044749	5.19275245795963	0.0353458353500243	2.07207610315372e-07	0.189355609505081	0.0805879120247212	0.0358555468510408	5.19152867001579	2.08574461826114e-07	0.000228064137204022
ENSG00000097046	CDC7	protein_coding	0.5	3500	14	0.156483950883972	0.149723308908349	0.0219139272637018	0.159848627375211	0.0444057118697105	0.178311817891123	3.62855522027763e-27	0.4015375053098	0.0309193839387917	11.5711087788939	0.161232368170417	5.77317254488462e-31	0.412683832463376	0.0661315242372219	0.17030794557666	11.8661092680778	1.77533744189942e-32	2.57965342371588e-26
ENSG00000258465	AL139011.2	protein_coding	0.5	3460	7	0.216567620280379	0.0261449625806115	0.0157530106078925	0.0360423122064035	0.0239214717253678	0.0435705872739818	1.11589272947091e-09	0.225895563690667	0.120990553340505	6.34544955637673	0.0510288056951241	2.21776858663386e-10	0.21826311712684	0.0938745576256772	0.0476387882979247	6.01517266954026	1.79695056593899e-09	2.96531052494365e-06
ENSG00000132698	RAB25	protein_coding	0.5	1953	2	0.187006605795065	-0.00162278298398315	0.0173620796736793	0.00355437017221085	0.0109964735615224	0.0129363940614613	0.0417870525593916	0.109280006256165	0.059454841383571	2.99110692293437	0.0119421197673474	0.00277968145837508	0.110680927319718	0.115893009258557	0.0122502676723526	3.03654432104696	0.00239306924245063	0.0530000271740399
ENSG00000117479	SLC19A2	protein_coding	0.5	4792	24	0.146465328119309	0.0157559616183647	0.0245188669388266	0.0245426674818712	0.0251917936867259	0.0712212126888675	3.14528359575696e-05	0.174745118394019	0.0836021456255184	4.82382146843588	0.0305358564025399	1.40833487295239e-06	0.160084090534558	0.0850362721121612	0.0256269160422764	4.36600568572327	1.26539186963881e-05	0.00423801367338531
ENSG00000132185	FCRLA	protein_coding	0.5	3654	28	0.134348963087215	0.339902900090966	0.0810592015643951	0.349268712413041	0.0452441975988215	0.380643729682251	1.42997045116457e-69	0.590954632467808	0.0751769887409379	18.6221526984522	0.349227377635163	2.12497541369036e-77	0.599262964876331	0.042226773404554	0.359116101072371	18.6689868658816	8.85159812083561e-78	1.0209399567657e-65
ENSG00000053371	AKR7A2	protein_coding	0.5	4280	57	0.13747012181314	0.0460440199406484	0.0141308177096334	0.0498891817220293	0.0923309605534865	0.148130496540682	6.31601567212035e-09	0.238961344033084	0.043106413872085	6.62866307181033	0.0571025239420978	3.38740769009916e-11	0.247658770791293	0.199533074900836	0.061334866749854	7.05933258620957	1.67304205849589e-12	8.27541869734953e-13
ENSG00000229255	AC138089.1	lincRNA	0.5	2739	19	0.133571586985883	0.111976428195459	0.05407412735163	0.124155458199732	0.0682988612094913	0.15276612207592	2.74976295097376e-23	0.361242181528346	0.10665178009154	10.3930480805466	0.130495913715359	2.66691344618485e-25	0.364320038381781	0.0978965056464069	0.132729090366502	10.4048341929164	2.3566599957384e-25	1.07908075067851e-20
ENSG00000196539	OR2T3	protein_coding	0.5	2761	38	0.091610453598238	0.17703870368517	0.0424588966547764	0.18809768875081	0.0617627446459852	0.246162671520767	2.54883884222521e-32	0.43053565050391	0.0588066984833133	12.5590398547948	0.185360946354825	3.54609768606994e-36	0.436320845280863	0.0753629521447207	0.190375880026607	12.6687735988221	8.80806892866579e-37	2.20494657643641e-30
ENSG00000159479	MED8	protein_coding	0.5	2966	4	0.175144192290237	-0.0130852901084752	0.0679097942301061	0.0216094557684647	0.0206992080153445	0.0329500245737233	4.69350758016823e-05	0.139764848645129	0.139185207841703	3.86777535499499	0.0195342129167957	0.000109832774828073	0.18948813815673	0.10849839003699	0.0359057545021041	5.22301172762227	1.76036236495173e-07	7.37857184045218e-05
ENSG00000174529	TMEM81	protein_coding	0.5	3381	13	0.171022685479007	0.0444629084979039	0.033986919554239	0.0556906045889872	0.0349510946838678	0.0862304240132207	1.45647750258263e-09	0.23495113348509	0.096535731107205	6.55990970009855	0.0552020351259285	5.38403716035658e-11	0.255464590324009	0.0895279000012382	0.0652621569094135	7.07396702848511	1.50566075217391e-12	8.21488001052016e-09
ENSG00000132716	DCAF8	protein_coding	0.5	3390	8	0.217428073007552	0.0219326174406815	0.020761659605128	0.0396311635554736	0.0120709857650882	0.0440045144954598	4.2183567244714e-06	0.192783121148229	0.0725017198129764	5.32602839984824	0.0371653317996528	1.00383442625009e-07	0.226508290310703	0.0458673421952473	0.0513060055794778	6.21143617171213	5.25025168799241e-10	4.45111122402638e-06
ENSG00000215795	AL390728.2	processed_pseudogene	0.5	5238	35	0.130013413535584	0.0705558571902011	0.0334678616556258	0.0853842345349889	0.0609382424149744	0.147505220651041	2.61525593555249e-12	0.271777601727186	0.0785624933505795	7.61490434546111	0.0738630648005807	2.63886822144359e-14	0.291117680820923	0.122692843029225	0.0847495040865528	8.18261885546784	2.77740575339762e-16	5.69019073699021e-13
ENSG00000076356	PLXNA2	protein_coding	0.5	3463	9	0.202233130380764	0.0205479450849714	0.0206641684691698	0.0289051321654199	0.00920510757665055	0.0414432697459689	0.00042577174322957	0.157213544364932	0.0676720146680745	4.32622157178385	0.0247160985317846	1.51688843389602e-05	0.195486415602837	0.0468510934752521	0.0382149386852452	5.3355229286987	9.52695886892904e-08	0.000295383053540446
ENSG00000153363	LINC00467	lincRNA	0.5	3721	36	0.167641872705887	0.0360131893071397	0.0332403572906405	0.0421513821960888	0.027153362387087	0.0977647548556916	2.50893747327536e-08	0.219476984886595	0.094249032000023	6.10857204601327	0.0481701468949105	1.00526479196185e-09	0.231427728732241	0.0649150925862192	0.0535587936261637	6.36335853035684	1.97389199799559e-10	1.22161228260447e-06
ENSG00000171806	METTL18	protein_coding	0.5	4410	125	0.15724020408099	0.229932553878796	0.0711503341813803	0.243457135439127	0.0606641101156373	0.26184473185244	6.25292803232865e-44	0.489857728991464	0.0734639483570968	14.6498182583443	0.239960594652675	1.35076525759173e-48	0.50097837703295	0.0724514312877857	0.250979334254568	14.9114683621306	2.77580400557032e-50	2.28018118892616e-42
ENSG00000168765	GSTM4	protein_coding	0.5	3197	56	0.0966967795698168	0.415026842054438	0.0257043396516554	0.417557877809537	0.119596590669213	0.485013706357689	5.03615501725306e-88	0.654063457342288	0.018001570183523	21.2691825801907	0.427799006230546	2.19064600357346e-100	0.649134881087121	0.100802289338788	0.42137609384399	21.1907211987531	1.16302260434747e-99	1.23062669778369e-85
ENSG00000178585	CTNNBIP1	protein_coding	0.5	2947	19	0.167871457870947	0.0132719727292443	0.0084691394954115	0.0105405816788834	0.0133241811228995	0.0426954244205185	0.0059695836873771	0.139087083342679	0.0303149889687685	3.80514576959041	0.0193452167527733	0.000141720702850423	0.111983903976908	0.0675869227230851	0.0125403947499092	3.03837587375434	0.00237857071287693	0.229651360149178
ENSG00000125703	ATG4C	protein_coding	0.5	3903	22	0.205508124048743	0.0419103979016844	0.0274464631367515	0.0535146965657328	0.0311609338783309	0.0639374694407571	3.2834342796189e-08	0.223769883629807	0.0740158419692849	6.21016758667176	0.0500729608196973	5.29281251359606e-10	0.256030371297507	0.0949288088821872	0.0655515510267394	7.11098633901731	1.1521654528363e-12	4.37001248896759e-09
ENSG00000162517	PEF1	protein_coding	0.5	2652	18	0.17557655673175	0.00298178128351847	0.00995861209553976	0.00355868230918317	0.021119246176178	0.0287629041311753	0.050470648952813	0.109956471616252	0.0461912915342834	3.00380400480777	0.0120904256502956	0.00266627026133044	0.118889899898498	0.122770596117264	0.0141348082978748	3.25765681966309	0.00112336169513147	0.0213836919876366
ENSG00000280670	CCDC163	protein_coding	0.5	2760	25	0.148540776379593	0.283118701773122	0.0521693259463032	0.288599415038349	0.0555945264942923	0.301423026246802	7.55883951304289e-55	0.540059298733022	0.0572926302545039	16.4929199833114	0.291664046148003	4.12522381366491e-61	0.54449354085785	0.0577755156403492	0.296473216035919	16.5089472917577	3.16353613787369e-61	9.62675143728164e-52
ENSG00000229795	RPS21P1	processed_pseudogene	0.5	3665	6	0.182090271593728	0.0296925958181739	0.0088746618828476	0.0336965201930039	0.0209152118018944	0.0513518672726739	6.40673391009261e-08	0.21806447165037	0.078016497539295	6.05725487585321	0.0475521137961549	1.38464107041705e-09	0.207903436824102	0.0848064468582737	0.0432238390432735	5.72228485098628	1.05100897556399e-08	1.68068111696544e-05
ENSG00000135778	NTPCR	protein_coding	0.5	4360	45	0.138026540198092	0.0981639494567832	0.051261433832009	0.102436042739555	0.0453375298451218	0.171479579255927	8.52311772399965e-19	0.331200577901051	0.0875530488769835	9.41520424916569	0.10969382280199	4.72163498674709e-21	0.328771746538816	0.0916978787355909	0.108090861322183	9.26706694651642	1.91334937020578e-20	5.66370924750995e-16
ENSG00000132763	MMACHC	protein_coding	0.5	2770	25	0.123197093878142	0.0189268211461727	0.0406747792711165	0.0386562658741648	0.0373590322148647	0.0835445903347588	1.19888385659431e-05	0.179640923797765	0.0930708789616908	4.96612206587551	0.0322708615029145	6.83049710543e-07	0.209379182519207	0.0956697025188285	0.0438396420724113	5.75781765064246	8.52083262054723e-09	9.49753270212791e-06
ENSG00000232347	AL390728.5	lincRNA	0.5	5294	7	0.190810084108719	0.0114754791781179	0.00461174643499995	0.0149832327834336	0.0151926944764914	0.0251617500126646	0.000642532533158785	0.152758713819569	0.0691226220724936	4.20360553836154	0.0233352246478091	2.62696580431822e-05	0.162711063200222	0.09452584013778	0.0264748900877466	4.46162884454754	8.13390170129439e-06	0.00260426636447952
ENSG00000143669	LYST	protein_coding	0.5	4325	12	0.212241192493028	0.0202662245365784	0.0099882851879608	0.0255919011367047	0.023022811335136	0.0340115899938033	0.000714016027691268	0.155611860637988	0.055378114081135	4.27478533091233	0.0242150511712166	1.91321544669577e-05	0.190742071071711	0.104547693887206	0.0363825376767256	5.24710110274851	1.54511116705886e-07	7.99134623961773e-05
ENSG00000162600	OMA1	protein_coding	0.5	3910	57	0.114229742066673	0.439794088259482	0.0702925975469938	0.441270083369825	0.0785684912617166	0.477689918618332	5.72799393893113e-95	0.667228209876735	0.0604954693435518	22.063966354675	0.445193484055313	7.01537055058635e-108	0.672573701466296	0.0558654018891595	0.452355383904074	22.097512103011	3.33968186031746e-108	1.91617362030048e-91
ENSG00000203666	EFCAB2	protein_coding	0.5	4843	34	0.138117678293105	0.373106131496978	0.0478948629696348	0.371857837991794	0.0893046469287621	0.411858796384699	4.80698047424809e-75	0.613607003053089	0.0472669081817682	19.4860965443576	0.376513554195794	1.44059971101578e-84	0.621515308604779	0.0820686584190976	0.386281278830094	19.8299843686734	1.64090754376021e-87	5.14196980428369e-75
ENSG00000162402	USP24	protein_coding	0.5	4092	6	0.194295011625105	0.0127846818183044	0.00838302950318275	0.0140622047592732	0.022964974142836	0.0303178977999798	0.00266208794048448	0.143950889600207	0.0514176516718222	3.9460479083096	0.020721858616691	7.94517231370581e-05	0.157133183725889	0.115062869332116	0.024690837427834	4.30560119079733	1.66532842982526e-05	0.00116175658742653
ENSG00000116977	LGALS8	protein_coding	0.5	4493	82	0.0972254407113154	0.0672537741155623	0.0297648695305085	0.0840905116944569	0.0526730364346387	0.214020367013062	3.15902269802043e-15	0.300304622217025	0.0829040544089808	8.47019586589805	0.0901828661249102	2.44980748765424e-17	0.295569914867184	0.0875614808899469	0.0873615745745943	8.26383884991921	1.41061015191978e-16	2.10382148194196e-12
ENSG00000143178	TBX19	protein_coding	0.5	3839	9	0.192621766511865	0.0277579222599229	0.0122734627235498	0.0284842146472472	0.0214476392714605	0.0501701638457566	5.25582226894485e-07	0.205328531109789	0.0766965380966339	5.69004055587482	0.0421598056877034	1.27009202724847e-08	0.213114279285861	0.0852988127864221	0.0454176960355318	5.85744373500731	4.70045988261335e-09	9.34379571296639e-06
ENSG00000081026	MAGI3	protein_coding	0.5	3298	51	0.137362776753429	0.0690971483277423	0.0291556212678629	0.0745387345759067	0.0344342947402581	0.115940856840257	1.34062798824654e-11	0.266616324130462	0.0658563930187287	7.45265422919918	0.0710842642928395	9.14808163035602e-14	0.284716545102977	0.0730930972397782	0.0810635110553756	7.9184815043242	2.40428699038393e-15	5.08928031061005e-11
ENSG00000117505	DR1	protein_coding	0.5	2914	51	0.146501039812969	0.081116774577826	0.055952524094261	0.0999989501218667	0.0366235141508673	0.122011242848506	2.28380096734712e-15	0.301705727129812	0.0827586029770445	8.51224558270771	0.0910263457829287	1.70596780290926e-17	0.323868658713076	0.0593054048227637	0.104890908096607	9.06999409199413	1.19023469941855e-19	1.21676265725835e-14
ENSG00000134255	CEPT1	protein_coding	0.5	4261	12	0.188712356416065	0.0132911027101805	0.0199601786470561	0.0233603533842823	0.0290195031321729	0.0442342115805801	3.56885586199552e-06	0.18856130412289	0.0920297560093696	5.21723523092733	0.0355553654125251	1.81613557319399e-07	0.19079413908778	0.11062034449553	0.0364024035102471	5.26344043040321	1.41384331634169e-07	5.4008178212986e-05
ENSG00000270598	AL512343.1	processed_pseudogene	0.5	3412	26	0.146939225051437	0.0080698607804675	0.0239179645663316	0.00791708510774991	0.0222233032005628	0.0668500055701086	0.00249280516643528	0.142311651098926	0.0616479411133204	3.90448635159429	0.0202526060385023	9.4425720596995e-05	0.117252178451231	0.105835669189112	0.0137480733515594	3.19500325240298	0.00139829264778253	0.0682655223212275
ENSG00000116996	ZP4	protein_coding	0.5	4405	15	0.156088517730738	0.00771967192013228	0.00556165940023264	0.0171809459519585	0.0234629714639374	0.0539290394210521	0.00452724393436079	0.129926861165954	0.0803966262867847	3.57222746595688	0.0168809892524372	0.000353957760446634	0.160812857118325	0.110064233184009	0.0258607750145588	4.41074847880798	1.03013920292102e-05	0.00178441477491195
ENSG00000163564	PYHIN1	protein_coding	0.5	4187	50	0.118171053912256	0.0672614270299865	0.0287238671092317	0.081138229709716	0.0498703441250692	0.158991359555504	6.62213367963352e-11	0.261075549399986	0.0545472504853711	7.27918254573124	0.0681604424945048	3.35848980124408e-13	0.292399197536773	0.0973887687280435	0.0854972907201489	8.18172282632481	2.79814090003735e-16	2.43004652543491e-12
ENSG00000126091	ST3GAL3	protein_coding	0.5	3047	21	0.180094165893332	0.0534053708071487	0.0199718795076674	0.0555404891838535	0.0442208527066685	0.0725670193835354	9.10320633221522e-10	0.248816035777183	0.0466943493465898	6.91793930096355	0.0619094196598726	4.58260550329403e-12	0.262120557084815	0.123715724520282	0.0687071864464538	7.32286003306012	2.42740951241449e-13	2.65937516902062e-10
ENSG00000133048	CHI3L1	protein_coding	0.5	2975	12	0.187953011517724	0.0395652991979342	0.013722820772469	0.0417515802587294	0.0245797534491192	0.0627859165987276	3.83740283470731e-08	0.229120485624265	0.0393989277692363	6.34415820900809	0.0524961969326991	2.23644908842882e-10	0.226751303589972	0.0761717282744254	0.0514161536797518	6.24023964054352	4.36901034798594e-10	1.7261283173663e-06
ENSG00000122483	CCDC18	protein_coding	0.5	2958	23	0.138004376157884	0.0345632189244666	0.0209267860765987	0.0397809473635262	0.0471705568736505	0.0764184357621264	2.5484642137055e-07	0.213446649642623	0.0646424649579081	5.90693321069409	0.0455594722436606	3.48534970112413e-09	0.211272918701407	0.128804761626422	0.0446362461766114	5.8642858316431	4.51069881511854e-09	1.13170904861293e-06
ENSG00000064886	CHI3L2	protein_coding	0.5	4337	48	0.0839889800846634	0.628333538725127	0.0489348949666247	0.631450185150818	0.0840872941426635	0.659166896610261	2.38180898822794e-162	0.797732134084179	0.034945168940345	29.8354681676457	0.636376557750498	1.35513792011563e-195	0.796482472167391	0.0590719581296091	0.634384328469879	29.7821324038452	6.65629900017568e-195	1.95091120432845e-158
ENSG00000160856	FCRL3	protein_coding	0.5	4089	29	0.187965979906616	0.142462447278452	0.0626734749435287	0.144576148212017	0.0704542202715385	0.171798119487005	7.75705218031919e-28	0.397930386596192	0.0866105252544777	11.5274237990827	0.158348592576595	9.59727326263182e-31	0.394714750846441	0.104932297709285	0.155799734535768	11.3718154744563	5.77732687713409e-30	5.66831817148425e-25
ENSG00000143153	ATP1B1	protein_coding	0.5	4524	51	0.136749408801688	0.0222985592474395	0.0256145102266029	0.037269598230988	0.0251665123304974	0.102582762903964	2.58012611380052e-05	0.182489525216235	0.0592723752234996	5.02875912854352	0.0333024268136468	4.93664049515276e-07	0.197616565957582	0.0718117862528274	0.0390523071408672	5.42075263744376	5.93486343826298e-08	0.000105738987694545
ENSG00000233216	AL357373.1	processed_pseudogene	0.5	3847	25	0.18418983351746	0.0369477661511712	0.0217316690841336	0.040536581023345	0.0233992517118658	0.0644981209896484	1.90344500681822e-07	0.216491210488941	0.056844340976184	5.99420973780088	0.0468684442189669	2.04477331581003e-09	0.217070209285863	0.0876859843611519	0.0471194757594083	5.97735413002507	2.2679084304508e-09	4.48295216856141e-06
ENSG00000134248	LAMTOR5	protein_coding	0.5	3701	5	0.212067933454028	0.00888773341332061	0.0107307223736964	0.0105704092285092	0.015933729723978	0.0226541358792477	3.20869732669179e-05	0.170967117242007	0.094243324505231	4.72536498747127	0.0292297551780423	2.29702407985885e-06	0.162294504747347	0.102031710224694	0.0263395062711868	4.44804163467201	8.66567355822157e-06	0.00221958926581166
