ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	pPredEBM	pPredHMP	pTWAShmp	pTWASomni	minP	maxP	maxPpred	maxPtwas	Near_GWAS	ENSGID	GENE.x	DESCRIPTION.x	GENE_TYPE.x	CHR.x	START.x	END.x	meanPredBeta	GENE.y	DESCRIPTION.y	GENE_TYPE.y	CHR.y	START.y	END.y	meanTwasZscore
ENSG00000143674	MLK4	Mitogen-activated protein kinase kinase kinase MLK4  [Source:UniProtKB/Swiss-Prot;Acc:Q5TCX8]	protein_coding	1	233463514	233520894	0.0169361425532328	0.0416865867749241	0.00679622122695145	0.00283	0.00283	0.0416865867749241	0.0416865867749241	0.00679622122695145	no	ENSG00000143674	MLK4	Mitogen-activated protein kinase kinase kinase MLK4  [Source:UniProtKB/Swiss-Prot;Acc:Q5TCX8]	protein_coding	1	233463514	233520894	0.00649095087122556	MLK4	Mitogen-activated protein kinase kinase kinase MLK4  [Source:UniProtKB/Swiss-Prot;Acc:Q5TCX8]	protein_coding	1	233463514	233520894	1.55587581818182
ENSG00000134313	KIDINS220	kinase D-interacting substrate, 220kDa [Source:HGNC Symbol;Acc:29508]	protein_coding	2	8865408	8977760	0.000699671072131703	0.00797208498622107	0.0964820257767336	NA	NA	NA	0.00797208498622107	NA	no	ENSG00000134313	KIDINS220	kinase D-interacting substrate, 220kDa [Source:HGNC Symbol;Acc:29508]	protein_coding	2	8865408	8977760	-0.000964032455961276	KIDINS220	kinase D-interacting substrate, 220kDa [Source:HGNC Symbol;Acc:29508]	protein_coding	2	8865408	8977760	1.74995
ENSG00000152518	ZFP36L2	ZFP36 ring finger protein-like 2 [Source:HGNC Symbol;Acc:1108]	protein_coding	2	43449541	43453748	0.0935053669093698	0.0651761518767459	0.000686516460226497	0.00434	0.000686516460226497	0.0935053669093698	0.0935053669093698	0.00434	no	ENSG00000152518	ZFP36L2	ZFP36 ring finger protein-like 2 [Source:HGNC Symbol;Acc:1108]	protein_coding	2	43449541	43453748	0.000616751407456779	ZFP36L2	ZFP36 ring finger protein-like 2 [Source:HGNC Symbol;Acc:1108]	protein_coding	2	43449541	43453748	3.09954525
ENSG00000272180	RP11-481J13.1		lincRNA	2	56179293	56408787	0.118308103625593	0.00746945091728001	0.00198967521691623	0.000702	0.000702	0.118308103625593	0.118308103625593	0.00198967521691623	no	ENSG00000272180	RP11-481J13.1		lincRNA	2	56179293	56408787	-0.000632371288704188	RP11-481J13.1		lincRNA	2	56179293	56408787	-0.887708333333333
ENSG00000162927	PUS10	pseudouridylate synthase 10 [Source:HGNC Symbol;Acc:26505]	protein_coding	2	61169104	61245296	0.00131566357972314	0.00581311955622273	0.00598607402473315	0.0503	0.00131566357972314	0.0503	0.00581311955622273	0.0503	no	ENSG00000162927	PUS10	pseudouridylate synthase 10 [Source:HGNC Symbol;Acc:26505]	protein_coding	2	61169104	61245296	0.00722187544920273	PUS10	pseudouridylate synthase 10 [Source:HGNC Symbol;Acc:26505]	protein_coding	2	61169104	61245296	2.24580374074074
ENSG00000116035	VAX2	ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:12661]	protein_coding	2	71127720	71160576	0.00964329731449783	0.00136228650180775	0.0143777106808501	0.0204	0.00136228650180775	0.0204	0.00964329731449783	0.0204	no	ENSG00000116035	VAX2	ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:12661]	protein_coding	2	71127720	71160576	-0.00566296779476495	VAX2	ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:12661]	protein_coding	2	71127720	71160576	-1.2525682
ENSG00000224559	LINC01087	long intergenic non-protein coding RNA 1087 [Source:HGNC Symbol;Acc:49144]	lincRNA	2	132394598	132407188	0.00324761341224388	0.000969901518669569	NA	NA	NA	NA	0.00324761341224388	NA	no	ENSG00000224559	LINC01087	long intergenic non-protein coding RNA 1087 [Source:HGNC Symbol;Acc:49144]	lincRNA	2	132394598	132407188	-0.00197000521214456	NA	NA	NA	NA	NA	NA	NA
ENSG00000235615	AJ239322.1		lincRNA	2	132722304	132737446	0.00162955543099438	0.000159648708685307	0.00457478520698151	0.00805	0.000159648708685307	0.00805	0.00162955543099438	0.00805	no	ENSG00000235615	AJ239322.1		lincRNA	2	132722304	132737446	0.00741488041506772	AJ239322.1		lincRNA	2	132722304	132737446	2.74483
ENSG00000224152	AC009506.1		antisense	2	160471807	160473593	NA	NA	0.0053271793027548	0.000243	NA	NA	NA	0.0053271793027548	no	ENSG00000224152	NA	NA	NA	NA	NA	NA	NA	AC009506.1		antisense	2	160471807	160473593	0.328891833333333
ENSG00000241399	CD302	CD302 molecule [Source:HGNC Symbol;Acc:30843]	protein_coding	2	160627539	160654753	0.00345723899009513	0.00707855111692331	0.100633134726449	0.0106	0.00345723899009513	0.100633134726449	0.00707855111692331	0.100633134726449	no	ENSG00000241399	CD302	CD302 molecule [Source:HGNC Symbol;Acc:30843]	protein_coding	2	160627539	160654753	-0.00124867502137511	CD302	CD302 molecule [Source:HGNC Symbol;Acc:30843]	protein_coding	2	160627539	160654753	0.754383875
ENSG00000153246	PLA2R1	phospholipase A2 receptor 1, 180kDa [Source:HGNC Symbol;Acc:9042]	protein_coding	2	160788519	160919121	0.00877623300687794	0.000626330777039547	0.00784039763485497	0.00523	0.000626330777039547	0.00877623300687794	0.00877623300687794	0.00784039763485497	no	ENSG00000153246	PLA2R1	phospholipase A2 receptor 1, 180kDa [Source:HGNC Symbol;Acc:9042]	protein_coding	2	160788519	160919121	-0.00847358374141638	PLA2R1	phospholipase A2 receptor 1, 180kDa [Source:HGNC Symbol;Acc:9042]	protein_coding	2	160788519	160919121	-2.10683517391304
ENSG00000071909	MYO3B	myosin IIIB [Source:HGNC Symbol;Acc:15576]	protein_coding	2	171034655	171511681	0.000112792738720303	0.00878409844620127	0.00745311328139735	0.0491	0.000112792738720303	0.0491	0.00878409844620127	0.0491	no	ENSG00000071909	MYO3B	myosin IIIB [Source:HGNC Symbol;Acc:15576]	protein_coding	2	171034655	171511681	-0.000849681496426106	MYO3B	myosin IIIB [Source:HGNC Symbol;Acc:15576]	protein_coding	2	171034655	171511681	-1.16132685714286
ENSG00000224577	AC017048.4	long intergenic non-protein coding RNA 1117 [Source:HGNC Symbol;Acc:49260]	lincRNA	2	177502660	177520686	0.00941561439312855	0.00642649771087883	NA	NA	NA	NA	0.00941561439312855	NA	no	ENSG00000224577	AC017048.4	long intergenic non-protein coding RNA 1117 [Source:HGNC Symbol;Acc:49260]	lincRNA	2	177502660	177520686	0.00142211215970045	NA	NA	NA	NA	NA	NA	NA
ENSG00000162998	FRZB	frizzled-related protein [Source:HGNC Symbol;Acc:3959]	protein_coding	2	183698002	183731890	0.0176160079641065	0.0196973021655985	0.00375761081276497	0.000286	0.000286	0.0196973021655985	0.0196973021655985	0.00375761081276497	no	ENSG00000162998	FRZB	frizzled-related protein [Source:HGNC Symbol;Acc:3959]	protein_coding	2	183698002	183731890	-0.00608066795588559	FRZB	frizzled-related protein [Source:HGNC Symbol;Acc:3959]	protein_coding	2	183698002	183731890	-1.5635383
ENSG00000162999	DUSP19	dual specificity phosphatase 19 [Source:HGNC Symbol;Acc:18894]	protein_coding	2	183943287	183964733	0.0163756096196079	0.0129426988528173	0.000216480274433103	0.000824	0.000216480274433103	0.0163756096196079	0.0163756096196079	0.000824	no	ENSG00000162999	DUSP19	dual specificity phosphatase 19 [Source:HGNC Symbol;Acc:18894]	protein_coding	2	183943287	183964733	0.00233788014944992	DUSP19	dual specificity phosphatase 19 [Source:HGNC Symbol;Acc:18894]	protein_coding	2	183943287	183964733	2.23654553333333
ENSG00000135919	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2 [Source:HGNC Symbol;Acc:8951]	protein_coding	2	224839829	224904036	8.65152799079779e-06	1.66709131162202e-05	0.0315886296532385	0.0736	8.65152799079779e-06	0.0736	1.66709131162202e-05	0.0736	no	ENSG00000135919	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2 [Source:HGNC Symbol;Acc:8951]	protein_coding	2	224839829	224904036	0.0109846767872542	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2 [Source:HGNC Symbol;Acc:8951]	protein_coding	2	224839829	224904036	1.55246516666667
ENSG00000135916	ITM2C	integral membrane protein 2C [Source:HGNC Symbol;Acc:6175]	protein_coding	2	231729354	231743963	0.0068722254251809	0.00730073041273799	0.0665150497435462	0.258	0.0068722254251809	0.258	0.00730073041273799	0.258	no	ENSG00000135916	ITM2C	integral membrane protein 2C [Source:HGNC Symbol;Acc:6175]	protein_coding	2	231729354	231743963	-0.00050718264670501	ITM2C	integral membrane protein 2C [Source:HGNC Symbol;Acc:6175]	protein_coding	2	231729354	231743963	-0.3102925
ENSG00000144535	DIS3L2	DIS3 mitotic control homolog (S. cerevisiae)-like 2 [Source:HGNC Symbol;Acc:28648]	protein_coding	2	232825955	233209060	0.0052707314895663	0.00151617131120615	0.223452315817742	NA	NA	NA	0.0052707314895663	NA	no	ENSG00000144535	DIS3L2	DIS3 mitotic control homolog (S. cerevisiae)-like 2 [Source:HGNC Symbol;Acc:28648]	protein_coding	2	232825955	233209060	0.00124676431966234	DIS3L2	DIS3 mitotic control homolog (S. cerevisiae)-like 2 [Source:HGNC Symbol;Acc:28648]	protein_coding	2	232825955	233209060	1.336586
