gene	genename	gene_type	alpha	n_snps_in_window	n.snps.in.model	lambda_min_mse	test_R2_avg	test_R2_sd	cv_R2_avg	cv_R2_sd	in_sample_R2	nested_cv_fisher_pval	rho_avg	rho_se	rho_zscore	pred.perf.R2	pred.perf.pval	cv_rho_avg	cv_rho_se	cv_rho_avg_squared	cv_zscore_est	cv_zscore_pval	cv_pval_est	gene	genename	gene_type	alpha	n_snps_in_window	n.snps.in.model	test_R2_avg	test_R2_sd	cv_R2_avg	cv_R2_sd	in_sample_R2	nested_cv_fisher_pval	rho_avg	rho_se	rho_zscore	pred.perf.R2	pred.perf.pval	LCL.R	LCL.R-squared	LCL.beta	LCL.tstat	LCL.pval	LCL.qval
ENSG00000007341	ST7L	protein_coding	0.5	3482	38	0.140308449947871	0.0633944261099022	0.0326863243427949	0.0684248756833069	0.0787718185038274	0.107019896862751	4.57598144209711e-13	0.284175047177107	0.0563235362346205	7.96190389794338	0.0807554574381112	1.69412037424126e-15	0.282558695392705	0.166571755575673	0.0798394163420272	8.04454161458186	8.65688401370015e-16	4.82443529494161e-14	ENSG00000007341.14	ST7L	protein_coding	0.5	1623	15	0.0575554848275203	0.0923560472497549	0.101186811039451	0.115602917143721	0.165477901473162	0.00671787301616762	0.376548681632293	0.154855002185506	3.64954041844351	0.141788909639018	0.000262709903155032	0.950127355180838	0.902741991062934	0.870821000426916	215.450527690069	0	0
ENSG00000010626	LRRC23	protein_coding	0.5	4011	20	0.186046676708815	0.068433467239896	0.0161826029422992	0.0688122488095236	0.0311528037078289	0.090562944571964	2.59199975780702e-13	0.28499684312099	0.0633223384588181	7.99766654618141	0.0812232005889302	1.26799202871499e-15	0.273949900478919	0.074845002783561	0.0750485479724097	7.59966677646602	2.96894235880778e-14	4.47394390895483e-10	ENSG00000010626.10	LRRC23	protein_coding	0.5	1336	11	0.502614373408136	0.0636486749813629	0.505771059182686	0.213503371512995	0.560775675415021	4.48681397987498e-14	0.746488203377003	0.0495794270925327	8.74671798745462	0.557244637781026	2.1964773325088e-18	0.972639203235021	0.946027019669656	2.49194976306651	296.068359671652	0	0
ENSG00000011376	LARS2	protein_coding	0.5	3738	12	0.198246984739166	0.0531917844047504	0.0278926164933476	0.0565475655131017	0.0428516254633978	0.0688429771140652	2.36100367176922e-12	0.265942769381515	0.100368535017652	7.47466871642155	0.0707255565863099	7.73985873475413e-14	0.261109415543623	0.129412897307508	0.0681781268855323	7.33843584312918	2.16104455703273e-13	1.14749465127964e-10	ENSG00000011376.5	LARS2	protein_coding	0.5	1483	52	0.281798924417122	0.0937126573623192	0.276699525817045	0.315234521770995	0.50541289919559	1.12351734754205e-07	0.598349508842039	0.0870683205540961	6.2909231185344	0.358022134731509	3.15583613787454e-10	0.858410593274557	0.736868746645976	1.87174278499581	118.341556890766	0	0
ENSG00000013288	MAN2B2	protein_coding	0.5	5573	15	0.197729747816502	0.117614384450332	0.0438298219134469	0.118985430647423	0.037304825907207	0.139893334896512	1.06340052235671e-22	0.363816662080709	0.0781784386570965	10.4194987784752	0.132362563607549	2.02014987585052e-25	0.353500343360576	0.0832688748360768	0.124962492756045	10.0116550119402	1.35467082752069e-23	1.27768285267585e-18	ENSG00000013288.4	MAN2B2	protein_coding	0.5	2002	11	-0.00836183753484843	0.0641939451706538	0.0251153393672536	0.1252745694629	0.142743890355566	0.0407873428424526	0.260229419055678	0.265035144051016	2.61546961173064	0.0677193505420557	0.00891048497879425	0.96040506050741	0.922377880248241	0.587249872485765	243.775534730264	0	0
ENSG00000013523	ANGEL1	protein_coding	0.5	4269	65	0.117908624425694	-0.00684207965032613	0.0305973880989464	0.0224664458471886	0.032311816626228	0.134117143225873	0.0332758774805163	0.109038798088439	0.0698498903857289	2.98876853608068	0.0118894594885714	0.00280104238159351	0.163343605550936	0.0783926259069988	0.0266811334743797	4.46008850359292	8.19258145815104e-06	0.00436532169717692	ENSG00000013523.5	ANGEL1	protein_coding	0.5	1680	21	0.226844365105326	0.0640022376316359	0.195637590670328	0.247826508893636	0.49744979625157	1.62124589419595e-05	0.514802050204362	0.117578848430819	5.23632563808216	0.265021150894614	1.63804842431202e-07	0.51659956635221	0.266875111955292	0.955456250281959	42.6671351002836	0	0
ENSG00000013561	RNF14	protein_coding	0.5	3218	67	0.105088135040227	0.175748356455341	0.0485330465440581	0.182183500797222	0.081280290693708	0.278750649305195	9.38096298211582e-33	0.431277183140546	0.0675978557247952	12.6061838687316	0.186000008697644	1.95219048059018e-36	0.438417447290329	0.0969849191585732	0.192209858088568	12.788396195178	1.90361826320513e-37	1.69878224838982e-31	ENSG00000013561.13	RNF14	protein_coding	0.5	1607	34	-0.163971402356046	0.872239481993651	0.242646003681929	0.251954198921875	0.290948816613143	2.65909457726464e-06	0.477073940127108	0.320290057012216	5.0704882935781	0.227599544348404	3.96796323697898e-07	0.881773271980325	0.777524103178888	0.729008193544246	132.203780589709	0	0
ENSG00000014164	ZC3H3	protein_coding	0.5	3904	23	0.159650924091217	0.125035307347072	0.0261300981315977	0.12687733690795	0.0390419240810989	0.149845258306592	1.70084466439281e-22	0.367109186606752	0.0478935930985467	10.4859643450467	0.134769154891071	1.00218005499459e-25	0.368888872097107	0.0620868253415389	0.136078999957076	10.4534332594748	1.41314999271919e-25	5.44918278856229e-20	ENSG00000014164.6	ZC3H3	protein_coding	0.5	1011	19	0.160061770409842	0.134588379959567	0.247633967624849	0.164840125036179	0.373727932555129	3.17809615782933e-05	0.494423642722884	0.155004581683885	5.03100971954993	0.244454738483366	4.87903409828116e-07	0.863662139872091	0.745912291848439	1.08540825804524	121.165919176907	0	0
ENSG00000018699	TTC27	protein_coding	0.5	3609	5	0.193468753181251	0.0248664303169863	0.0180739033828631	0.0257356204759462	0.0321362864223765	0.0409955594682668	4.20460206761781e-06	0.1944457632207	0.065357718790103	5.37065394482454	0.0378091548344806	7.845162857304e-08	0.207889945564028	0.139757826002255	0.0432182294666145	5.78056525738542	7.44500519094568e-09	5.58214630480738e-07	ENSG00000018699.7	TTC27	protein_coding	0.5	1505	96	0.0838603226754995	0.219318313398565	0.216203803164755	0.279493378513436	0.773503636613638	8.39249326921792e-05	0.496422105054609	0.0720539026761266	4.93750502625573	0.24643490638685	7.91283677933805e-07	0.446040754486439	0.198952354662832	2.20150528562997	35.2430750693974	3.16494480232755e-243	4.06344587858641e-243
ENSG00000020922	MRE11	protein_coding	0.5	3167	39	0.12835031385377	0.162286940632972	0.026626474689798	0.16591371046951	0.0307768992074132	0.218892811494457	3.56270096532334e-29	0.413832731906656	0.0393536649292605	11.9780655128146	0.171257529997326	4.63001665612669e-33	0.415661318935188	0.0480886488339236	0.17277433205894	11.9300728550851	8.25012586795563e-33	2.6475256993109e-26	ENSG00000020922.8	MRE11A	protein_coding	0.5	1676	26	0.291083351182166	0.1202506304478	0.314400248939781	0.230013462679409	0.471699357058659	2.56235346869972e-08	0.616744339782303	0.0751175185131173	6.56229990535923	0.380373580653509	5.29841143149511e-11	0.935812469018537	0.87574497717057	1.19601819038817	187.741497688284	0	0
ENSG00000021355	SERPINB1	protein_coding	0.5	4200	25	0.190351218931257	0.231474473568706	0.0778612267489457	0.224534721484493	0.0697919256828229	0.252091881555424	1.8333320226202e-45	0.493708032836799	0.0868157249521615	14.8432756072516	0.243747621687582	7.69070586385091e-50	0.49631928524119	0.0975502900887284	0.246332832902326	14.8440165492294	7.60620845183074e-50	9.72147189690799e-43	ENSG00000021355.8	SERPINB1	protein_coding	0.5	1914	40	0.0623441017579081	0.0954890914761499	0.161943711542668	0.132427082747259	0.425560691984326	0.001367143004766	0.394359178175482	0.21958414509353	3.9464809691833	0.155519161411242	7.93082223049288e-05	0.827255946178701	0.684352400488017	0.667165294385208	104.127892679851	0	0
ENSG00000022556	NLRP2	protein_coding	0.5	4776	27	0.161802179920878	0.294258589680057	0.0565697579689763	0.29683904073686	0.0721299650227635	0.326088378519857	6.96895991094638e-59	0.55513384564607	0.0631829090113947	17.0988460809304	0.308173586581795	1.51371744441709e-65	0.55243973369615	0.0746233096505508	0.305189659366273	16.8713855840486	7.30622686235488e-64	2.06356810732346e-54	ENSG00000022556.11	NLRP2	protein_coding	0.5	1427	5	0.0103387975891625	0.111418023186127	0.0792384800686768	0.0753569173953728	0.0997433277536097	0.00220892149725817	0.365035011152023	0.251842800572798	3.69165391713503	0.133250559366757	0.000222800500218214	0.2261545892606	0.0511458982436307	0.0537820980679365	16.4185240228729	4.82599399510697e-59	5.43346177071484e-59
ENSG00000023228	NDUFS1	protein_coding	0.5	3548	26	0.14584323489908	0.0199140184216371	0.0259665816853327	0.0296416949842642	0.0375474852964869	0.077679809773799	0.000221049530141139	0.159012094524444	0.0812474718146592	4.3832445835569	0.0252848462050506	1.16924715675665e-05	0.184053705661846	0.110016653506783	0.0338757665678574	5.06399312501694	4.10564460309021e-07	0.000125404598358197	ENSG00000023228.9	NDUFS1	protein_coding	0.5	1520	18	0.0607213328882294	0.0463170721209962	-0.05814732245222	0.299192994666911	0.190272343132223	0.0420870734326828	0.328145073939696	0.103326638311441	3.10370695334256	0.107679189550889	0.00191112522036817	0.623118733707897	0.388276956297733	0.734668603668005	56.3406450765668	0	0
ENSG00000023608	SNAPC1	protein_coding	0.5	3157	24	0.141002662083227	0.148288910092074	0.0212853936931709	0.158040122860423	0.0537542506641245	0.188977450877137	5.8744651247095e-26	0.393897854323594	0.0250064568508683	11.3199622627585	0.155155519640731	1.04516902076095e-29	0.397867769974428	0.0745683264132493	0.158298762384424	11.4000544445976	4.17857684909388e-30	2.48002607403783e-24	ENSG00000023608.4	SNAPC1	protein_coding	0.5	1621	25	0.106721534335596	0.168236650697225	0.182693001312758	0.247633884333251	0.387552294706641	0.00328307151197252	0.348162140952234	0.270191617779971	3.48963684256718	0.121216876392443	0.00048367735013223	0.303852681500704	0.092326452055168	0.268549315283179	22.5541602106768	2.35526741984143e-107	2.747811989815e-107
ENSG00000025156	HSF2	protein_coding	0.5	3641	30	0.133040514577109	0.0920861881783103	0.0469007079040701	0.0864413443825428	0.0422956863385723	0.12837419277862	5.12102713139271e-20	0.331294787222129	0.117721372391403	9.49488594072995	0.109756236040556	2.20452587061154e-21	0.308851552921851	0.0860943811906072	0.0953892817422392	8.66993556704762	4.32364982717551e-18	8.5520300649102e-14	ENSG00000025156.8	HSF2	protein_coding	0.5	1674	45	0.324596440843333	0.0737850862006987	0.264290573802846	0.254409247509326	0.52828636162437	5.77483187282643e-08	0.604855756394063	0.0888041094522343	6.4057801655266	0.365850486043034	1.49602393283638e-10	0.775490209033728	0.601385064307175	1.42635381813261	86.8616275598474	0	0
ENSG00000026950	BTN3A1	protein_coding	0.5	3953	53	0.165176400738202	0.142068142221659	0.0350870204045393	0.140537107758851	0.053374469402202	0.169554859416311	3.88302652276525e-26	0.391567656348463	0.0593523019501978	11.275579838269	0.153325229498228	1.73233505135912e-29	0.381682266006508	0.083302815868839	0.145681352183862	10.8974144793837	1.18578969376421e-27	2.71530940407313e-22	ENSG00000026950.12	BTN3A1	protein_coding	0.5	1753	42	0.077315972398183	0.103018861456995	0.0416127371058917	0.375384517050395	0.373028954845459	0.00316901104105931	0.378574851381464	0.206441710248102	3.74522702268273	0.143318918098498	0.000180230722581747	0.594631034065913	0.353586066674297	0.66174561091034	52.3022827570421	0	0
ENSG00000028528	SNX1	protein_coding	0.5	2707	14	0.178506933287904	0.0324726862378031	0.00766620910658065	0.032005356410005	0.0229604816219302	0.0480639890231097	4.50129745279466e-06	0.200538369461648	0.0225933647207193	5.52555003748014	0.0402156376263365	3.28454946657659e-08	0.197450892316531	0.0920649924357049	0.0389868548765944	5.43126347628393	5.5956445493199e-08	5.22057087081045e-05	ENSG00000028528.10	SNX1	protein_coding	0.5	1068	19	0.0577195027808544	0.241612543221739	0.14876446155443	0.182262865824544	0.299144085167633	0.00476599103021447	0.261053801795017	0.356365904936091	2.67095490639135	0.0681490874316322	0.007563580696945	0.88191795217321	0.777779274365389	2.01639491746421	132.30136643596	0	0
ENSG00000030110	BAK1	protein_coding	0.5	13033	57	0.122018584147575	0.156433721092551	0.0308967954304595	0.146056645176683	0.0974808667435292	0.24446513261226	2.42311586000515e-28	0.406660354267742	0.0541768268648291	11.7621187279036	0.165372643733166	6.11794988547362e-32	0.396309063268924	0.132719089775097	0.157060873629092	11.5205680753756	1.03923569172533e-30	1.308145210853e-26	ENSG00000030110.8	BAK1	protein_coding	0.5	2891	50	0.507700082276822	0.12047347120624	0.471997332840687	0.228866355207752	0.73307439682744	7.76393422136581e-15	0.756846040940126	0.0532832005922979	8.99421106168312	0.572815929686742	2.37934906849291e-19	0.816846559541424	0.667238301834661	1.1511240599152	100.138768343773	0	0
ENSG00000032742	IFT88	protein_coding	0.5	4246	30	0.149893555044529	0.0903432578524795	0.028796754271037	0.0898947803428308	0.0496723923303672	0.13171563605599	4.59009489255071e-16	0.312812603860405	0.059182532948648	8.82104333601346	0.0978517251339264	1.13398117502629e-18	0.315730592864149	0.104683216576052	0.0996858072703472	8.89155383765269	6.02602233485996e-19	6.75404489562384e-15	ENSG00000032742.13	IFT88	protein_coding	0.5	1634	87	0.192415712984628	0.195511560373347	0.208958426348892	0.306959333990729	0.566354979378104	4.40930825712956e-07	0.535780083501312	0.241858952174538	5.74345471622118	0.287060297876673	9.27641797848348e-09	0.787088419821328	0.619508180616836	1.46338625572998	90.2358862630349	0	0
ENSG00000033178	UBA6	protein_coding	0.5	3437	31	0.148687713284606	0.0312272501061137	0.00652108197889948	0.0285220994196511	0.0398379669295061	0.0700223272706277	2.5723268349682e-05	0.187903828995247	0.0242594802736423	5.16842253611169	0.0353078489510752	2.36078099344133e-07	0.19411642965257	0.130091748963965	0.0376811882610613	5.36995353671363	7.87569306861276e-08	1.30008561526187e-05	ENSG00000033178.8	UBA6	protein_coding	0.5	1291	28	0.466835878088795	0.0879596036598735	0.48176923239892	0.10790183167483	0.541012187229888	8.21077719561714e-14	0.727354900629386	0.111660682458971	8.58203831888349	0.529045151469585	9.3206578376565e-18	0.738829063653211	0.54586838529868	2.72309854838896	77.5320969367627	0	0
ENSG00000035115	SH3YL1	protein_coding	0.5	3397	41	0.116993106541115	0.0369519529976425	0.0199983641082271	0.0382301737788728	0.0532130884637944	0.105226027923191	7.3700420982471e-07	0.208198910025455	0.0555777856033991	5.75514112119447	0.0433467861357874	8.6569445543512e-09	0.224143994993604	0.12493473734132	0.0502405304916928	6.22717401158392	4.7492354656038e-10	1.98218483709812e-07	ENSG00000035115.17	SH3YL1	protein_coding	0.5	1028	7	0.025336992013026	0.118100316762217	0.147836204624615	0.0984756710325926	0.233796360176738	0.00632845178872358	0.351468666409796	0.196276719119622	3.49874900298947	0.12353022346788	0.000467446391468803	0.712026532948782	0.506981783623063	0.990475329100872	71.712212482086	0	0
ENSG00000035499	DEPDC1B	protein_coding	0.5	2720	13	0.165580260623523	0.0185053808175458	0.0148979786373502	0.0203592424582899	0.0167020477112607	0.0490998873052962	5.50785203248462e-05	0.173974348693995	0.0707368822240552	4.79320836065361	0.0302670740034999	1.64134997600036e-06	0.15905627821176	0.069008626008396	0.0252988996385768	4.32943673185994	1.4949120962681e-05	0.00878794824658318	ENSG00000035499.8	DEPDC1B	protein_coding	0.5	1354	43	0.0890111036080095	0.178031088330436	0.149354304736903	0.240166266959668	0.374754000867974	0.00165388501722353	0.379498626060487	0.255242331703269	3.75935361585035	0.144019207181798	0.000170352916584719	0.641948025015586	0.412097266821412	1.77701316353617	59.2073406391544	0	0
ENSG00000036448	MYOM2	protein_coding	0.5	6499	7	0.227216696043643	0.0370957714067556	0.0257875025674145	0.049372873280622	0.028076129473711	0.0647002310601972	9.58026177137735e-11	0.248212569223039	0.101143617562415	6.94862438984802	0.0616094795203022	3.68865185036499e-12	0.250156272142897	0.0943305883244015	0.0625781604924311	6.93373499288566	4.0987215426264e-12	1.5195911143994e-08	ENSG00000036448.5	MYOM2	protein_coding	0.5	2366	16	0.325458942265242	0.12248431656557	0.312464698035883	0.25037006946067	0.53749942932465	1.86457161868902e-07	0.578295511173657	0.133224338233737	6.11854032624848	0.334425698243601	9.44363856298479e-10	0.916566854351468	0.840094798495745	2.92538778821382	162.091887561114	0	0
ENSG00000037757	MRI1	protein_coding	0.5	2897	33	0.141809789318028	0.0942517598616297	0.019805768914821	0.098310060200795	0.0578559096329117	0.148573485779168	3.48041836385464e-17	0.324979067955442	0.0446264222660355	9.17604358474192	0.105611394609188	4.4722135186999e-20	0.335876897019279	0.113312063596946	0.112813289951299	9.52376277359146	1.67019490253452e-21	1.8531773755761e-17	ENSG00000037757.9	MRI1	protein_coding	0.5	937	24	0.177882262089671	0.0426081416215561	0.157491942654279	0.211237993884802	0.468631189260781	0.00085509633413912	0.45132668616479	0.0432501158847737	4.38783309219391	0.203695777644491	1.14485577864535e-05	0.00204324633162824	4.17485557171221e-06	0.00180717653264646	0.144494082505206	0.885116151302298	0.88842705959894
ENSG00000038002	AGA	protein_coding	0.5	4184	39	0.11606663518005	0.27596972777122	0.0649201329496031	0.297416427333611	0.095483041281431	0.334775106903366	4.63028755250018e-53	0.531314858173822	0.0675372076355493	16.1799658138435	0.282295478516268	6.98331993136196e-59	0.55102612323293	0.0998499519099781	0.303629788485112	16.9395818145776	2.29752047690543e-64	1.13029374482619e-55	ENSG00000038002.4	AGA	protein_coding	0.5	1656	12	0.203904967566963	0.106857817371286	0.289968815026116	0.151371138124389	0.355610025511321	1.48085395264438e-07	0.584086812557267	0.131607270064285	6.17665993569599	0.341157404603308	6.54718830458916e-10	0.95123547622549	0.904848931229934	0.682270906567334	218.076882821214	0	0
ENSG00000041357	PSMA4	protein_coding	0.5	4416	23	0.191327113675006	0.0203724161988244	0.032146720646787	0.0229284028021711	0.0242295948764508	0.0520215312480584	2.6047260694781e-05	0.173650340710189	0.0910187514970028	4.7995077709582	0.0301544408287647	1.59056064728391e-06	0.179031989521041	0.0906039496290597	0.0320524532718622	4.89653068426753	9.75434230075911e-07	0.000484280663067266	ENSG00000041357.11	PSMA4	protein_coding	0.5	1561	14	-0.0302433003633523	0.152048333699242	0.0482645079658349	0.108402772520204	0.144424194438053	0.044074953977396	0.251998644123701	0.262395809106683	2.39819774799341	0.0635033166401839	0.0164759678075268	0.320989615360748	0.103034333169441	0.471999326842965	23.9679836466791	2.8912395469512e-120	3.42775822576689e-120
ENSG00000041802	LSG1	protein_coding	0.5	4479	22	0.1748191930816	0.0568833673605936	0.0165344959112891	0.0587496500406719	0.0347136948189537	0.085650842386232	1.20132929410962e-10	0.259800436200358	0.0425022553934573	7.23545130916584	0.0674962666498964	4.63983584352894e-13	0.268230027837698	0.0843661454721808	0.071947347833812	7.44823750425584	9.4595416263899e-14	8.35481419296166e-10	ENSG00000041802.6	LSG1	protein_coding	0.5	1198	29	0.317832522217755	0.242001649029924	0.455406751901168	0.17085876300908	0.641862589566746	2.02112361758895e-09	0.571000924557232	0.291559149149834	6.55219262549586	0.326042055845214	5.66983387524039e-11	0.802432649283689	0.643898156636439	1.33862681377682	95.0932974570697	0	0
ENSG00000042493	CAPG	protein_coding	0.5	3237	78	0.0809839521200732	0.130464553621756	0.0241330247030858	0.147620614544796	0.0365478363329073	0.260321199329834	2.8872980091537e-22	0.367321603707002	0.0294245027429822	10.4773164169034	0.134925160549884	1.09815646343512e-25	0.395205071636336	0.0506479028025792	0.156187048647082	11.2736482873511	1.77077349446652e-29	2.40585081971751e-23	ENSG00000042493.11	CAPG	protein_coding	0.5	1574	21	0.25800066252312	0.146119366179801	0.209731160562153	0.218172507407674	0.484502085905664	3.28173680117312e-06	0.537239814566824	0.136375886175167	5.55033389461034	0.288626618355796	2.8512450659644e-08	0.738378905427358	0.545203407980103	0.722116514048181	77.4281900490937	0	0
