ENSGID	GENE	CHR	STRAND	START	END	DESCRIPTION	GENE_BIOTYPE	alpha	n_snps_in_window	n.snps.in.model	lambda_min_mse	test_R2_avg	test_R2_sd	cv_R2_avg	cv_R2_sd	in_sample_R2	nested_cv_fisher_pval	rho_avg	rho_se	rho_zscore	pred.perf.R2	pred.perf.pval	cv_rho_avg	cv_rho_se	cv_rho_avg_squared	cv_zscore_est	cv_zscore_pval	cv_pval_est	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	bon	se	var
ENSG00000006747.14	SCIN	7	+	12570577	12660179	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	protein_coding	0.5	5158	25	0.319020473953857	0.113178690852674	0.184369059759345	0.164519347783128	0.176431239293698	0.357588338308708	1.90757778488915e-05	0.441156067280379	0.109682680733295	5.1893544922655	0.19461867569829	2.11024326917268e-07	0.430886482065631	0.258217498199074	0.185663160426896	5.00841793006573	5.48792671393765e-07	0.000144714821900388	0.00314803581867147	-0.00900682946842019	0.0153029011057631	0.242443652244053	0.507727863307697	0.611664097602863	0.999943974039278	-7.84327867304781	1	0.00620105210102567	0.154879450698429
ENSG00000007129.17	CEACAM21	19	+	41549518	41586844	carcinoembryonic antigen related cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834]	protein_coding	0.5	2073	34	0.264730798666513	0.0612793719649503	0.0521027122092372	-0.0165596201685098	0.217481741741633	0.268467256006451	0.0150293963931818	0.303923401764618	0.109999857934618	3.43849568462195	0.0923694341401771	0.000584955860971404	0.187218401402223	0.323472838034551	0.0350507298236038	2.08703417058809	0.0368850458357946	0.0809827588241382	-0.0156805928835724	-0.0236489461333007	-0.00771223963384406	0.0424540940417159	-3.85776157253853	0.000115708703131363	0.0704666002070004	-0.544910870054863	0.493266201449003	0.00406490697015192	0.0661267915891215
ENSG00000007171.16	NOS2	17	-	27756766	27800499	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	protein_coding	0.5	1806	4	0.424952986639373	0.0203045576312276	0.0462103509856997	0.0182293495295601	0.0425240409426512	0.0822699722620112	0.247513922204028	0.194665476520442	0.125104673128128	2.16011987738576	0.0378946477489307	0.0307633906157966	0.178421971871221	0.177188911060095	0.0318344000464149	1.87988656099774	0.0601235398473523	0.679327009550397	-0.000828638574695241	-0.00423923470120245	0.00258195755181197	-0.0408705354987331	-0.476295339363867	0.633882470553539	0.999943974039278	-7.85134940332103	1	0.00173873835422561	0.0119981253099822
ENSG00000007306.14	CEACAM7	19	-	41673307	41706976	carcinoembryonic antigen related cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]	protein_coding	0.5	1900	23	0.358414807659921	0.209165864892201	0.131169309134817	0.214456162079764	0.132255474623712	0.318576945314605	4.96431834058777e-10	0.572907418161075	0.0919598661804453	7.15310244085684	0.328222909783989	8.48382428202213e-13	0.506238827310639	0.211829118285658	0.256277750276851	5.99541035878694	2.02972235641259e-09	4.33229190675753e-06	-0.00110347327739583	-0.0107300670009954	0.00852312044620376	0.570345706163285	-0.224714273581211	0.82220971611162	0.999943974039278	-7.91273437570162	1	0.0049110051042394	0.0907320670841725
ENSG00000007341.18	ST7L	1	-	112523518	112620825	suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]	protein_coding	0.5	2954	23	0.44056321675044	0.127983478226506	0.12912923465591	0.159704700138975	0.0767209755291253	0.211689501084169	1.10707054926357e-06	0.432480286932791	0.249464629061298	5.34491958105459	0.187039198585469	9.04572055787064e-08	0.445240925952903	0.185859352782823	0.198239482143398	5.06416469660564	4.10194915414245e-07	0.000409126499417543	0.0107673242826693	0.00359356405894738	0.0179410845063913	0.356985540300393	2.94240478754378	0.00327002749830748	0.419226986010964	-3.61886642285756	1	0.00365940991047275	0.0505641418664124
ENSG00000007372.21	PAX6	11	-	31784779	31818062	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	protein_coding	0.5	2441	26	0.245912690457269	0.19375609918791	0.0949882445506246	0.17270416313076	0.190734503566641	0.377434863693459	4.82993393838606e-08	0.516615095145938	0.132418915387469	6.31341625434261	0.266891156532647	2.72942055044895e-10	0.42453370614273	0.278840457571153	0.180228867651282	4.93369937098314	8.06865998284265e-07	0.000107976001006854	0.00696341014059221	-0.00526854828318662	0.019195368564371	-0.671604370048236	1.11600839507956	0.264466178082631	0.978581961862533	-7.35162889854055	1	0.00624038835392588	0.157367134297816
ENSG00000008018.8	PSMB1	6	-	170535117	170553341	proteasome subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]	protein_coding	0.5	1839	27	0.419013930054623	0.0368753611078266	0.0239982973959431	0.00400333227331403	0.112875237234834	0.0936768350745443	0.0803601420122883	0.263824653880062	0.0305610698786534	2.92395093257635	0.0696034479949345	0.00345619222628353	0.174833951262553	0.214328204086134	0.0305669105140768	1.84010489806572	0.0657528383391998	0.58474648854457	0.000757653977937856	-0.00326439474064962	0.00477970269652533	0.364446904012672	0.369287885311393	0.711927044160149	0.999943974039278	-7.8899817846734	1	0.00205089818853549	0.0164749952295566
ENSG00000008394.12	MGST1	12	+	16347142	16609259	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]	protein_coding	0.5	2405	11	0.344352891052838	-0.205554305680273	0.893818107624485	0.189258487890397	0.177698961579776	0.287528149193095	1.35407082226919e-05	0.332369815724066	0.341160353637726	4.08382657337866	0.11046969440445	4.43000978702231e-05	0.466483297371688	0.229898727707901	0.217606666726763	5.45319298121041	4.94733279333088e-08	4.56534438384917e-05	0.0016192012284594	-0.00752675583042714	0.0107651582873459	0.44360306370541	0.347066861766549	0.728554062606607	0.999943974039278	-7.90034306029477	1	0.0046657816502376	0.085680596314515
ENSG00000008988.9	RPS20	8	-	56067295	56074581	ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]	protein_coding	0.5	3213	65	0.165118372347642	-0.00563570723035169	0.146382411640893	0.106121863573585	0.187814009695818	0.50822133349795	0.0386599321745379	0.275330443870266	0.119744219717226	3.08609977772152	0.0758068533217978	0.0020280075658837	0.37766374308182	0.22349871369531	0.142629902838571	4.26377647860461	2.01000519514549e-05	0.0048937571121087	-0.00494649219620627	-0.0177931336579379	0.00790014926552534	-0.231313141206302	-0.754830094675804	0.450382512266379	0.999943974039278	-7.68369305848937	1	0.00655401240504212	0.171713667861662
ENSG00000009413.15	REV3L	6	-	111299028	111483715	REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]	protein_coding	0.5	2721	51	0.211454712841565	0.0311828606718765	0.109536701185191	0.10391786720856	0.286935233168768	0.432913085345427	0.0771763134985512	0.245856506515799	0.136164008466339	2.75596832985511	0.0604454217961533	0.0058518662759464	0.393713781388388	0.31011633161545	0.155010541655143	4.68842691522081	2.75313204369518e-06	0.000194983384495532	-0.0010120487389087	-0.0132561363654833	0.0112320388876659	-0.247954080389647	-0.162037853397079	0.871281860740313	0.999943974039278	-7.9514249809571	1	0.00624657055435	0.154818325227716
ENSG00000009790.14	TRAF3IP3	1	+	209756032	209782320	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]	protein_coding	0.5	3063	30	0.274507644123937	0.0964528013688271	0.0752280085215146	0.0265396055851321	0.216628265861299	0.354889670180657	0.00438332963604264	0.330287681934735	0.127499290784312	3.78056887917781	0.10908995283782	0.000156470421781311	0.263394509573048	0.343577082090574	0.0693766676732266	3.0094067727359	0.00261758398410922	0.00807516938836996	-0.0049147199230773	-0.0135019180806091	0.00367247823445456	-0.472033272586928	-1.12198944410563	0.261914784508117	0.978581961862533	-7.34146773890446	1	0.00438068174977312	0.0770099114658191
ENSG00000011105.12	TSPAN9	12	+	3077355	3286564	tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]	protein_coding	0.5	3558	34	0.390988126590453	0.0630697487753616	0.0473375079340472	0.0655745769102374	0.0979867386890632	0.212365101320828	0.0110318261146227	0.312001816587739	0.109126642810376	3.53887989958175	0.0973451335540492	0.000401828625727932	0.285124988392348	0.227830367908883	0.0812962590057367	3.0528975825028	0.00226643276542478	0.0794846302635733	0.0043635770092826	-0.00181004260674256	0.0105371966253078	-0.127042748087977	1.38562037128343	0.16591774892173	0.978581961862533	-7.01518602343918	1	0.00314908380536371	0.0401030160012817
ENSG00000011198.7	ABHD5	3	+	43690113	43734371	abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]	protein_coding	0.5	2076	17	0.316880703062214	0.00500580593987332	0.0961725725503445	0.060591100917316	0.144230549600647	0.195302693434997	0.0606611282444165	0.214364649592712	0.223535339168139	2.48081439670376	0.0459522029950064	0.0131082607904893	0.241425322969809	0.316364738752791	0.0582861865710765	2.69737976305805	0.00698875181164613	0.0404972106012057	0.00325917609169319	-0.00378791328405203	0.0103062654674384	0.402848269034637	0.906649713142578	0.364630871224312	0.99136568511584	-7.56356440302478	1	0.00359481423237699	0.0522681985057382
ENSG00000011258.15	MBTD1	17	-	51177425	51260163	mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]	protein_coding	0.5	2748	69	0.17658491131247	0.0141263144597247	0.158196102300384	0.0543149801993626	0.332720638346446	0.539860570237862	0.0373001041927651	0.27180195367529	0.128113453857399	3.06646753984812	0.0738763020217043	0.00216604325499961	0.399065613945669	0.317521676403197	0.159253364233834	4.95574243836938	7.20546142421298e-07	4.24129837253263e-05	-0.00194508088882511	-0.0145229833194746	0.0106328215418244	1.04374525878317	-0.303159322241536	0.761779650136113	0.999943974039278	-7.92042766504535	1	0.00641689336757767	0.163964161349018
ENSG00000011590.13	ZBTB32	19	+	35704527	35717038	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]	protein_coding	0.5	3056	38	0.296165808145838	0.0624834918591726	0.0793227176428024	0.104273425068044	0.178863696595754	0.328259472738818	0.000639992261291549	0.355618416840848	0.182917127882296	4.1602245602959	0.126464458396391	3.17934837481596e-05	0.3450969215503	0.249391465906828	0.119091885263494	3.91575861557652	9.01203817237475e-05	0.00811638599358915	0.00453336091817274	-0.00454142584792435	0.0136081476842698	0.209676654875709	0.979321636056985	0.327463169228028	0.984845449444204	-7.49264534993889	1	0.00462947753631205	0.0862579952674535
ENSG00000011638.10	TMEM159	16	+	21158377	21180616	transmembrane protein 159 [Source:HGNC Symbol;Acc:HGNC:30136]	protein_coding	0.5	1796	37	0.346087644834919	0.165786642442473	0.127526081933674	0.240845921482895	0.198522159929097	0.293844469217626	1.05880013904513e-06	0.470059941600594	0.149271456247087	5.67873782228383	0.220956348697554	1.35692274414569e-08	0.451868433151074	0.3158242844862	0.204185080878406	5.78402945887511	7.29321617714069e-09	8.05339838450227e-07	-0.00119170278011996	-0.014385834972217	0.0120024294119771	0.727568214974555	-0.177063320247251	0.859465023118047	0.999943974039278	-7.96161779451272	1	0.00673131670213057	0.184423556774241
ENSG00000012061.15	ERCC1	19	-	45407333	45478828	ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]	protein_coding	0.5	3331	20	0.404100586274382	-0.0227992422357217	0.0527117493555563	0.000759690863884233	0.0461790410596341	0.176636207495858	0.338358885928243	0.191636964323048	0.075643507729218	2.11423903904733	0.0367247260949532	0.0344948560962704	0.222014450081789	0.177182101619723	0.049290416045119	2.36966996420537	0.0178039698730292	0.516485004265399	-0.00273296901336845	-0.00777465453408954	0.00230871650735265	-0.342585174322928	-1.06267492977541	0.287974978974183	0.981356333418476	-7.40231546216862	1	0.00257138027700687	0.0263287371933569
ENSG00000013392.7	RWDD2A	6	+	83193379	83198932	RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]	protein_coding	0.5	2181	7	0.397133921607495	0.00959629109427318	0.0227615526856222	0.00708647019012009	0.0626899135351219	0.0787362013284455	0.248246849342071	0.208423317945991	0.07967290268211	2.30417240281343	0.0434402794636157	0.0212129677116732	0.287062123098485	0.309248968574611	0.0824046625178095	3.51799502642469	0.000434820512082237	0.00543188829178405	-0.000906456715547446	-0.00592420102996595	0.00411128759887106	0.144335797533701	-0.354144110216123	0.723244150383857	0.999943974039278	-7.91703138268534	1	0.00255918600404537	0.0267859857868562
ENSG00000013503.9	POLR3B	12	+	106357658	106510198	RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]	protein_coding	0.5	3138	2	0.507576349639727	-0.0242304047106267	0.0867092577481493	0.0220034631353114	0.0354325281766473	0.0578349381066723	0.224990107131237	0.194050763831841	0.150532781722664	2.171251875253	0.0376556989437211	0.0299121379622603	0.239017973355009	0.162897694854696	0.0571295915867358	2.53091878169183	0.0113764187752502	0.475525608906889	0.0012251521992494	-0.00136041994821223	0.00381072434671103	-0.0527736220251431	0.928912619442204	0.352974201372742	0.991257589230567	-7.54443704536398	1	0.00131740710614248	0.00703785849118095
ENSG00000013573.16	DDX11	12	+	31073845	31104791	DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]	protein_coding	0.5	4990	61	0.135244054625354	0.51074070368103	0.13307497822419	0.537367251360308	0.211225334305717	0.781169215694852	2.79128199881318e-22	0.753393346727512	0.108634730842039	10.9602254925121	0.567601534893281	5.9351300615388e-28	0.751003610710729	0.143666818798246	0.564006423300553	10.6798456353683	1.26481800477382e-26	2.35568339294785e-19	-0.00252632610523682	-0.0252248742064728	0.0201722219959992	-1.00725925453127	-0.21818898062527	0.827289779486648	0.999943974039278	-7.95322012251266	1	0.0115805990133606	0.545552427303616
