gene	genename	gene_type	alpha	n_snps_in_window	n.snps.in.model	lambda_min_mse	test_R2_avg	test_R2_sd	cv_R2_avg	cv_R2_sd	in_sample_R2	nested_cv_fisher_pval	rho_avg	rho_se	rho_zscore	pred.perf.R2	pred.perf.pval	cv_rho_avg	cv_rho_se	cv_rho_avg_squared	cv_zscore_est	cv_zscore_pval	cv_pval_est	gene	genename	gene_type	alpha	n_snps_in_window	n.snps.in.model	test_R2_avg	test_R2_sd	cv_R2_avg	cv_R2_sd	in_sample_R2	nested_cv_fisher_pval	rho_avg	rho_se	rho_zscore	pred.perf.R2	pred.perf.pval	LCLvsGTEx7Lung.R	LCLvsGTEx7Lung.R-squared	LCLvsGTEx7Lung.beta	LCLvsGTEx7Lung.tstat	LCLvsGTEx7Lung.pval	LCLvsGTEx7Lung.qval
ENSG00000005801	ZNF195	protein_coding	0.5	3910	35	0.160904720990994	0.0454031090956309	0.0164929412529186	0.0519682152961488	0.0277819716095984	0.0861986621809662	1.21731626702915e-07	0.221526159352226	0.0439803448453243	6.12972304594977	0.0490738392773476	8.80321803943237e-10	0.237043385634445	0.0808566813499298	0.0561895666730401	6.54083592000159	6.11759209357915e-11	2.70990657769124e-07	ENSG00000005801.12	ZNF195	protein_coding	0.5	1389	22	0.213339485855458	0.0646627435950328	0.202736703933068	0.112523497163052	0.266792742047148	5.53040990627911e-19	0.492676721700978	0.0856940323204158	9.70063532364457	0.242730352106023	2.99627031174831e-22	0.898398346305073	0.807119588643689	1.82646908173856	144.66161502513	0	0
ENSG00000005882	PDK2	protein_coding	0.5	2953	31	0.136068071811037	0.13177723783309	0.0339027398150837	0.135521674760405	0.0631989048167078	0.186703202286944	7.94582158125966e-25	0.381310959650639	0.0649795126929362	10.9591645830494	0.145398047949691	6.00511399548395e-28	0.378388094026843	0.103423119514342	0.143177549701267	10.8542241954214	1.90416851580626e-27	1.06049268923964e-22	ENSG00000005882.7	PDK2	protein_coding	0.5	1161	31	0.180150805993386	0.08426223097763	0.198600911884087	0.146393477513758	0.334427332073673	1.180090674411e-18	0.477507469288049	0.131253020569015	9.45109004641639	0.228013383225877	3.3532028452636e-21	0.476458082150847	0.227012304046863	0.597265548256096	38.3236473347724	5.61835454426773e-282	9.3369776958694e-282
ENSG00000006007	GDE1	protein_coding	0.5	3162	26	0.155591100123154	-0.00368094196692228	0.0339875024693141	0.00794490636672269	0.0183895409158225	0.0457954113888842	0.0740130939706834	0.101801829441126	0.0565422526036939	2.78036165457777	0.0103636124775601	0.00542983901500111	0.109216398876733	0.0900113222669796	0.0119282217836016	2.97448983168239	0.00293476182256807	0.168366277303226	ENSG00000006007.7	GDE1	protein_coding	0.5	1300	45	-0.0057866348063583	0.0667022295177062	0.0295751844938269	0.0898285487474459	0.183256375899065	0.0505334432545476	0.161732297091231	0.0898850422787656	2.9236818979221	0.0261573359224062	0.00345918050533196	0.177877108790245	0.0316402658315767	0.352061877719234	12.7829216738143	7.6643840145679e-37	9.39016382884138e-37
ENSG00000006282	SPATA20	protein_coding	0.5	2920	39	0.0611964597056962	0.76061363546383	0.00942096870407803	0.760914910849381	0.0482103617019861	0.781106280400347	7.43820310487257e-231	0.874955067989178	0.0039821331753334	36.7834267794754	0.765546370999948	3.39861583765384e-296	0.875007432213733	0.0301276758074828	0.765638006429271	36.7626347649427	7.30470173406363e-296	1.87811356688053e-226	ENSG00000006282.15	SPATA20	protein_coding	0.5	1221	12	0.65646419470196	0.0625410755131947	0.657304330516833	0.0593854464181466	0.678817052177645	1.84951030717549e-76	0.81569378814454	0.051889280010569	20.6632497842271	0.665356356017589	7.41986884737249e-95	0.984020174137194	0.968295703108994	0.798654562663451	390.816927833056	0	0
ENSG00000006453	BAIAP2L1	protein_coding	0.5	3797	30	0.143955391711314	0.0423230057927245	0.02609917891692	0.0507747207013431	0.0395996799575705	0.086040945308263	2.4948065144975e-08	0.222359790489331	0.084678117708781	6.18291933723279	0.0494438764264593	6.29268727211167e-10	0.239728325672048	0.103331955560088	0.0574696701295237	6.64554266842506	3.02101926617638e-11	5.47197495087521e-08	ENSG00000006453.9	BAIAP2L1	protein_coding	0.5	1315	33	0.0402181675297941	0.0310534756196239	0.0823720074847801	0.0640691106721034	0.134870949509688	0.00488517570090593	0.208165858390319	0.0748885995902863	3.78169386684094	0.0433330245993782	0.000155764845601027	-0.769206265674445	0.591678279152825	-0.832052087839525	-85.1275234446298	0	0
ENSG00000006607	FARP2	protein_coding	0.5	2313	36	0.112470785931155	0.0224691230102462	0.0508160210545878	0.0266098914417736	0.0545010780720789	0.10457989843069	3.36686317599238e-07	0.195203427664233	0.119695649776175	5.42070521532537	0.0381043781718655	5.93643814935363e-08	0.188994701505239	0.119565227274576	0.0357189971970545	5.22203825641913	1.76964397152824e-07	3.93987978295076e-05	ENSG00000006607.9	FARP2	protein_coding	0.5	929	19	0.115883832773956	0.0527763881990859	0.109166552644839	0.0951176980715276	0.162420764212942	5.58634483144409e-10	0.365761927731051	0.102609451633207	6.91465788810181	0.133781787777535	4.68993802893243e-12	0.629072971904123	0.395732803980286	0.863706380640832	57.2288401610822	0	0
ENSG00000006625	GGCT	protein_coding	0.5	3613	38	0.141913834110471	0.0319654538906817	0.0179120234768413	0.0398960217555892	0.0393451584882527	0.0944596427445479	9.55626778766931e-07	0.207709840708139	0.0481461343043011	5.73922787109744	0.0431433779270006	9.51091766105973e-09	0.219377362945448	0.11513367701052	0.0481264273728989	6.07264036844082	1.25824029874111e-09	8.54542955815859e-07	ENSG00000006625.13	GGCT	protein_coding	0.5	1701	28	0.0185229296024958	0.103544082527976	0.0491359343862904	0.0709901542281211	0.151538691444047	8.31088047728557e-06	0.238647620084626	0.198994993934437	4.47036966170285	0.0569526865720562	7.80845180172161e-06	0.13127435103679	0.0172329552401303	0.161075275450806	9.36446595031958	1.12740658943308e-20	1.31954866133094e-20
ENSG00000006704	GTF2IRD1	protein_coding	0.5	1549	19	0.136346388809516	0.00890850249960202	0.00937392484343155	0.0143308053288268	0.0280854924029847	0.0476782552291996	0.0453377851393044	0.108875029004225	0.0572967898484771	2.97679825745782	0.0118537719406708	0.00291275609551606	0.1312113549306	0.113980895277103	0.0172164196627239	3.5915761527358	0.000328684101251494	0.0166609331076373	ENSG00000006704.6	GTF2IRD1	protein_coding	0.5	450	6	0.0148390672119891	0.0107834316773092	0.0035371838661736	0.0325779580522685	0.0375633376171518	0.0916483216893631	0.148810225356917	0.0808333946834304	2.69271316460724	0.0221444831707766	0.00708732135387544	-0.316642819365317	0.100262675055617	-0.0869217951560462	-23.606967517851	6.56819029197443e-117	9.1954664087642e-117
ENSG00000006715	VPS41	protein_coding	0.5	4910	36	0.151378058539564	0.0167620108790272	0.0465168831409305	0.0415571645338652	0.0465161703894329	0.0998961347755646	5.1126912076647e-06	0.182974634131345	0.101199339125698	5.06507992211025	0.0334797167354995	4.08229043819811e-07	0.214122341331266	0.123803097065422	0.0458483770571833	5.9526938750963	2.63764386690913e-09	8.36262599263444e-07	ENSG00000006715.11	VPS41	protein_coding	0.5	2112	31	0.0581300210180871	0.0488553421647642	0.0715463031034723	0.0662427289276176	0.174116397862152	0.000161711222484335	0.253978118243417	0.0809318101061495	4.65446509657858	0.0645048845464671	3.24822852741998e-06	0.0236353778717787	0.000558631087141766	0.0315742785892449	1.67190777097311	0.094605068732442	0.0982392642620086
ENSG00000006740	ARHGAP44	protein_coding	0.5	4948	15	0.207344979582159	0.0341869999011032	0.0162456891179862	0.034584586587337	0.0124037364417472	0.0489428102726296	3.7852702203735e-08	0.221991037123863	0.0772484183791189	6.16385189922775	0.0492800205633285	7.09963488314929e-10	0.220982707746818	0.0530619597840119	0.0488333571231157	6.05923682618614	1.36768899434259e-09	8.50582557306458e-06	ENSG00000006740.12	ARHGAP44	protein_coding	0.5	2015	35	0.00741893409756214	0.0234077195681757	0.0107249491893649	0.0508042352158753	0.159458820427351	0.166947949597172	0.120340205885055	0.0864747194890246	2.16946832003431	0.0144817651524574	0.0300471469872005	0.262261776057901	0.0687812391810445	0.339064183190892	19.2193000401849	1.76321656063034e-79	2.32865555122749e-79
ENSG00000007341	ST7L	protein_coding	0.5	3482	38	0.140308449947871	0.0633944261099022	0.0326863243427949	0.0684248756833069	0.0787718185038274	0.107019896862751	4.57598144209711e-13	0.284175047177107	0.0563235362346205	7.96190389794338	0.0807554574381112	1.69412037424126e-15	0.282558695392705	0.166571755575673	0.0798394163420272	8.04454161458186	8.65688401370015e-16	4.82443529494161e-14	ENSG00000007341.14	ST7L	protein_coding	0.5	1619	58	0.250632163668882	0.0591268977782196	0.273328823589393	0.145811627496844	0.407418090080826	4.0187595352913e-22	0.520922955618164	0.0939853762361492	10.4462025625046	0.271360725689964	1.52510084002102e-25	0.932845018843011	0.870199829180217	1.96427738684271	183.105037310775	0	0
ENSG00000008018	PSMB1	protein_coding	0.5	2377	25	0.165841853065356	0.0736458674374189	0.0200648973839983	0.0728395719806857	0.0612184544964966	0.0984834193920554	4.49545398230603e-13	0.285413318521014	0.0488989882403227	7.99212902232865	0.081460762389178	1.3262812727268e-15	0.290704130041261	0.116545137268803	0.0845088912230462	8.1606437472124	3.33243706756563e-16	1.0200677709827e-12	ENSG00000008018.8	PSMB1	protein_coding	0.5	982	12	0.15962552119697	0.0489400012197982	0.142008180149755	0.108619685352023	0.181466324210323	1.478587409207e-12	0.410920816199648	0.0811605106641518	7.84953705415342	0.168855917186185	4.17575792608145e-15	0.942529469463849	0.888361800807805	1.22552858846752	199.488081634109	0	0
ENSG00000008130	NADK	protein_coding	0.5	1798	11	0.177368378058927	0.00803730711409703	0.00785652938713999	0.0105979305998168	0.0203066812769451	0.0234709959550657	0.006295707206985	0.131236736506646	0.0663595812067467	3.59845640778366	0.0172230810089149	0.000320111492083044	0.134772069507678	0.112053255837318	0.0181635107193824	3.68666900302003	0.000227208570508467	0.015240995370175	ENSG00000008130.11	NADK	protein_coding	0.5	765	30	0.0358402199484379	0.0553713881868299	0.02500444156724	0.0747838616951326	0.187923015705328	0.00267470957566109	0.207513976329956	0.106022185403818	3.80227783779002	0.0430620503722694	0.000143371813103381	-0.213375313804919	0.0455290245413476	-0.319947862156149	-15.4451182217049	1.31262932880922e-52	1.65282018062648e-52
ENSG00000008513	ST3GAL1	protein_coding	0.5	4950	11	0.203727079490111	1.79371976029463e-05	0.0181760051562491	0.013559475230568	0.0129843252906517	0.032010076277314	0.0170238525486665	0.116038129392191	0.077441086346851	3.17912351473908	0.0134648474728388	0.00147721129732774	0.155572607043066	0.0829541422854106	0.0242028360621762	4.24880167763074	2.14917078586774e-05	0.0078780433527096	ENSG00000008513.10	ST3GAL1	protein_coding	0.5	2545	16	0.0156157308725115	0.0195797658541631	0.0314946931723136	0.0270751257244725	0.0878708321427678	0.0209188390990092	0.182120102351533	0.0754301890999733	3.30350137223734	0.0331677316805329	0.000954855020909181	-0.130696770135311	0.0170816457238024	-0.240333009572098	-9.32254653736315	1.6639367963716e-20	1.94572636888184e-20
ENSG00000008517	IL32	protein_coding	0.5	2771	9	0.198684109211309	0.00896400212310193	0.0168187509971956	0.0177149031725052	0.017070673966129	0.0401321621751461	0.000531315742428471	0.146177625223207	0.0955525978447192	4.03241907590463	0.0213678981158963	5.52056277745795e-05	0.162920502931668	0.0992006026038682	0.0265430902755076	4.45761057013748	8.28782901543981e-06	0.00246082394584027	ENSG00000008517.12	IL32	protein_coding	0.5	857	3	0.274772884173978	0.0705096046114116	0.254693593341088	0.164907764272511	0.304204765287991	1.40758216256056e-22	0.530476179144611	0.0765008240378697	10.6241524735363	0.281404976639865	2.30092643772589e-26	-0.193702026481018	0.0375204750628532	-0.0337409014942737	-13.9626175307665	1.71198963024016e-43	2.1189311497517e-43
ENSG00000009790	TRAF3IP3	protein_coding	0.5	3625	5	0.210726376863153	0.00202679381424498	0.0152440114460879	0.00807756425452181	0.0159495032251119	0.0168677570037186	0.00422806914247252	0.111749410023193	0.111303778907349	3.07480353211391	0.0124879306405316	0.00210641261175282	0.133387832832673	0.128217399733066	0.017792313947797	3.65881264926808	0.00025338648694501	0.00548060912653079	ENSG00000009790.10	TRAF3IP3	protein_coding	0.5	1836	16	0.0168992643811741	0.0175771249459922	0.0457963217641185	0.0577951056504176	0.100595643716667	0.0507185579770537	0.171207242202358	0.0397793324318061	3.08737096443637	0.029311919782537	0.00201935420523065	0.882220384151444	0.778312806212321	2.54011275492943	132.505898847458	0	0
ENSG00000010030	ETV7	protein_coding	0.5	3368	12	0.178237844852617	0.0154985137647898	0.0159754714119477	0.0120751796945001	0.0180347466730734	0.0440594228065914	7.07044070822527e-05	0.167613876834722	0.0863410004900636	4.62352050547071	0.0280944117075655	3.77281426472873e-06	0.137403794909276	0.0835246256214626	0.0188798028554703	3.74099399139388	0.000183293903401095	0.03635313770337	ENSG00000010030.9	ETV7	protein_coding	0.5	1496	10	0.175448637870236	0.0298777915561945	0.170582786555133	0.0960571451031444	0.215084647019925	6.95077002264898e-15	0.444269401740491	0.0753105196260723	8.5773554899219	0.197375301322854	9.70792298201528e-18	0.767968022458068	0.589774883518155	2.42741970903355	84.7930858148208	0	0
ENSG00000010361	FUZ	protein_coding	0.5	3470	18	0.152343008015489	0.0221534030514029	0.013639144944208	0.0162169660203971	0.0419756236980826	0.0618462159245129	3.93754217868815e-05	0.178431001236015	0.0639483544037726	4.91600608716786	0.0318376222020869	8.83276521605696e-07	0.154825805377707	0.167636683740525	0.0239710300108556	4.28611180509195	1.81827502398536e-05	3.58478813149541e-05	ENSG00000010361.9	FUZ	protein_coding	0.5	1006	4	0.0165157205011831	0.0253748343206732	0.0071641571109387	0.037149812030516	0.0454743238694978	0.0105588111947448	0.174816421685458	0.127771964751369	3.18041181770399	0.030560781290908	0.00147065891189169	0.619151677270923	0.383348799467398	0.429296446492761	55.7578077816525	0	0
ENSG00000010539	ZNF200	protein_coding	0.5	3029	7	0.180107874262212	0.0432852999648623	0.0213370502004675	0.0486852243985795	0.0302671262948177	0.0696789199049753	9.98014238477969e-10	0.241971706559181	0.0792779059933937	6.74187062960588	0.0585503067751623	1.56360280382765e-11	0.243865039707645	0.0870745638619367	0.0594701575916111	6.74136270063899	1.56907967425666e-11	6.53739731882169e-08	ENSG00000010539.7	ZNF200	protein_coding	0.5	936	16	0.12949476102937	0.0736633334244134	0.122211020350266	0.0667234838869344	0.173963567430494	1.54281544769971e-11	0.38563511535505	0.11958855998409	7.37312082798928	0.148714442194903	1.66679289878141e-13	0.901381963101342	0.812489443404428	1.39410812829684	147.205633050454	0	0
ENSG00000010626	LRRC23	protein_coding	0.5	4011	20	0.186046676708815	0.068433467239896	0.0161826029422992	0.0688122488095236	0.0311528037078289	0.090562944571964	2.59199975780702e-13	0.28499684312099	0.0633223384588181	7.99766654618141	0.0812232005889302	1.26799202871499e-15	0.273949900478919	0.074845002783561	0.0750485479724097	7.59966677646602	2.96894235880778e-14	4.47394390895483e-10	ENSG00000010626.10	LRRC23	protein_coding	0.5	1335	8	0.0576619818885762	0.0309517757953359	0.0588194503471779	0.0425609990256611	0.0812192519281272	7.66534152410907e-05	0.262465609118496	0.0808829736651573	4.82406868387466	0.068888195969943	1.40658944265779e-06	0.964038266604039	0.929369779476919	0.752556851357962	256.523655073052	0	0
ENSG00000011376	LARS2	protein_coding	0.5	3738	12	0.198246984739166	0.0531917844047504	0.0278926164933476	0.0565475655131017	0.0428516254633978	0.0688429771140652	2.36100367176922e-12	0.265942769381515	0.100368535017652	7.47466871642155	0.0707255565863099	7.73985873475413e-14	0.261109415543623	0.129412897307508	0.0681781268855323	7.33843584312918	2.16104455703273e-13	1.14749465127964e-10	ENSG00000011376.5	LARS2	protein_coding	0.5	1491	13	0.165274893216549	0.0708374435657695	0.191904394166512	0.11522519879243	0.213812779179609	9.38851743220633e-15	0.430343023174169	0.125452459003062	8.36259672620312	0.185195117594683	6.13526472333317e-17	0.989326213534336	0.978766356786188	1.81301087351165	480.126509828867	0	0
ENSG00000011485	PPP5C	protein_coding	0.5	3419	28	0.176482054274491	0.0162512241712786	0.0136245982270187	0.0310084415530725	0.0256124908592573	0.0609023454288382	1.14121480907869e-05	0.185228708583929	0.0729584506793728	5.11416584502896	0.0343096744836702	3.15130401455931e-07	0.203373539390437	0.0969388180963784	0.0413607965241936	5.59266369325734	2.23612163712353e-08	2.25614370589729e-05	ENSG00000011485.10	PPP5C	protein_coding	0.5	1060	22	-0.00902237430971129	0.027781596185922	0.0372054685737067	0.0752668600164818	0.151515776313946	0.313900767893813	0.110762593240599	0.0852574099580434	1.99098686314856	0.0122683520613824	0.0464823315163205	0.593758727110229	0.35254942601956	0.77609741942688	52.1837305609655	0	0
ENSG00000011523	CEP68	protein_coding	0.5	3559	15	0.194195293119076	0.0653871844676168	0.0167753556440193	0.0678630841844369	0.0318909086598519	0.0870023156441584	1.63316873453009e-13	0.285935569944052	0.0692429201428834	8.03111167836677	0.0817591501592297	9.65933749900161e-16	0.293219765647442	0.100060117941776	0.0859778309663409	8.19978364739769	2.4082004989765e-16	2.02597144588748e-12	ENSG00000011523.9	CEP68	protein_coding	0.5	1813	8	0.0844223348801094	0.0266644430602656	0.0834138810451105	0.0691624348203776	0.106576297615537	5.60304134265806e-08	0.336260651496571	0.0730173727246398	6.26708914058944	0.113071225744898	3.67859595222226e-10	0.81026707161543	0.656532727344244	0.947647748178858	97.7718733458958	0	0
ENSG00000012061	ERCC1	protein_coding	0.5	3881	29	0.153051772143102	0.0181127603336821	0.0388580888024456	0.0375644398280246	0.0418889137490475	0.0835906159259232	7.18916094084484e-05	0.162830588166038	0.0985744183367019	4.49994639266612	0.0265138004424979	6.79706014766769e-06	0.20761142558763	0.128051156958952	0.043102504034528	5.76307560680834	8.25947719506948e-09	1.94945326008816e-06	ENSG00000012061.11	ERCC1	protein_coding	0.5	1225	48	0.117324374289895	0.0476240628621267	0.136887477578515	0.0763462781042373	0.275956703480201	8.12488624350855e-09	0.350375497870619	0.0804610987139382	6.56626229521972	0.122762989508084	5.15939024166463e-11	0.617886493519099	0.381783718873328	1.06332173050839	55.5733926089259	0	0
ENSG00000012124	CD22	protein_coding	0.5	3619	9	0.181471833023254	0.0298654951047775	0.0155299068365657	0.0246506561208411	0.0382177138599036	0.0520286753394761	9.76040807915792e-07	0.201342694286748	0.0774602184370565	5.57467152954974	0.0405388805426467	2.47997344772521e-08	0.190941014930912	0.171835083593775	0.0364584711828468	5.38876095464221	7.09450941417845e-08	3.2553292212216e-07	ENSG00000012124.10	CD22	protein_coding	0.5	1196	36	0.23207801420361	0.123015759343388	0.268963105514981	0.109706903314553	0.370603159540828	1.83936952626355e-21	0.501100910054293	0.149091097484894	10.0923985882804	0.251102122057241	5.96927834456874e-24	0.132829728963897	0.0176437368966225	0.422329723634659	9.47739986606175	3.91804557649805e-21	4.59002019819343e-21
ENSG00000012779	ALOX5	protein_coding	0.5	3399	27	0.184667379704623	0.0556270951066061	0.0257900884001371	0.0698765238798284	0.0469827008408131	0.0893839015218983	4.36694303011335e-11	0.260267744244363	0.0694722069015982	7.26830944294286	0.0677392986940493	3.64014179627102e-13	0.273822926424371	0.110788012134635	0.0749789950356067	7.67691187947552	1.62969453159286e-14	3.42201200391771e-11	ENSG00000012779.6	ALOX5	protein_coding	0.5	1117	13	0.0247136174000531	0.0322578665862571	0.0387067799131911	0.0446323990459527	0.0893173752336985	0.00418853946631649	0.205705369404031	0.091813003483737	3.7522325094765	0.0423146990016489	0.000175266797088047	-0.430381844267954	0.185228531875485	-0.395762909681348	-33.7182062885416	9.18763600229324e-225	1.44198783704924e-224
