ENSG_ID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	STRAND	alpha	n_snps_in_window	n.snps.in.model	lambda_min_mse	test_R2_avg	test_R2_sd	cv_R2_avg	cv_R2_sd	in_sample_R2	nested_cv_fisher_pval	rho_avg	rho_se	rho_zscore	pred.perf.R2	pred.perf.pval	cv_rho_avg	cv_rho_se	cv_rho_avg_squared	cv_zscore_est	cv_zscore_pval	cv_pval_est	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	bon	se	var
ENSG00000005700	IBTK	inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]	protein_coding	6	82169983	82247754	-1	0.5	2841	24	0.321838193129074	0.0510246971970317	0.136437196209012	-0.0366253258016345	0.210996219208199	0.189270061866232	0.0533995213715156	0.218668447340468	0.199835873254385	2.50342903480705	0.047815889862291	0.0122996343680578	0.316141622552716	0.234533941711015	0.0999455255102637	3.77840138244981	0.000157838333822671	0.0107362203813294	-0.000846711418705238	-0.00821993033981233	0.00652650750240186	-0.104391373778302	-0.225122952561762	0.821891797965262	0.998628412486197	-8.14340619569941	1	0.00376136512434174	0.0571873924628643
ENSG00000005884	ITGA3	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	protein_coding	17	50055968	50090481	1	0.5	2415	33	0.300512811567445	0.00336051330968552	0.0431964873128778	0.0658491857462227	0.251155368471346	0.294722002051333	0.162659966765733	0.179877873460589	0.174944956864713	2.04978031307208	0.0323560493607035	0.0403858735766741	0.322743811426207	0.346615520846033	0.104163567813915	3.89625846408103	9.76901365239343e-05	0.00102742234860512	0.00237166247074269	-0.00467720821803581	0.00942053315952119	-0.586943843008353	0.659591159380623	0.509543214350807	0.998628412486197	-7.94652144961128	1	0.0035958699727438	0.0517637602975477
ENSG00000006047	YBX2	Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]	protein_coding	17	7288252	7294615	-1	0.5	2997	64	0.206232366025012	0.134364366782925	0.149752630816368	0.166842890371852	0.160909266501781	0.571488802416082	8.90922357303979e-05	0.393385525772927	0.166965575293124	4.66473489563586	0.154752171887642	3.09015162827771e-06	0.437519052696919	0.209771858187602	0.191422921472809	4.96958970444401	6.70947249112842e-07	0.000526751228251099	0.00360555586254055	-0.0104394052627219	0.017650516987803	0.329633292356383	0.503260883235469	0.61480055682704	0.998628412486197	-8.03667467114167	1	0.00716532606573854	0.205257427223572
ENSG00000006282	SPATA20	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]	protein_coding	17	50543058	50555852	1	0.5	2398	12	0.307785625505272	0.381085586690937	0.138588048477175	0.403905560385239	0.160372016657686	0.378582895056832	2.05509603751027e-14	0.645449205752528	0.136884031767836	8.58551054943181	0.41660467720657	9.04339047167333e-18	0.66647142540342	0.159958181395024	0.444184160879266	8.66823187332935	4.38882259335016e-18	7.6353523654023e-13	0.00196412126502549	-0.0160112705091635	0.0199395130392145	-0.451747549003459	0.214205896355211	0.830394257246272	0.998628412486197	-8.15567177506624	1	0.00917060620041087	0.346724452005585
ENSG00000006432	MAP3K9	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]	protein_coding	14	70722526	70809534	-1	0.5	2671	33	0.296033057053288	0.0457650607431621	0.052801710979728	0.0529527400727088	0.0537789517747825	0.265019317225519	0.0461034626828801	0.258750569048467	0.154114635426727	2.92063411707289	0.0669518569829053	0.00349319806558153	0.276630806678691	0.147886920854847	0.0765246032037036	2.93910663635659	0.00329159802743813	0.246367225031601	0.00463261323503647	-0.00266340429359546	0.0119286307636684	0.161111607462152	1.24474864772403	0.213275980365348	0.998628412486197	-7.38947351302682	1	0.00372197146332393	0.0554223385899356
ENSG00000006634	DBF4	DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]	protein_coding	7	87876216	87909541	1	0.5	2100	51	0.230533493824563	-0.0580369145178386	0.19257587209929	-0.115246141184777	0.513810032209231	0.346293307641784	0.331707229996139	0.180446748886187	0.121787860101385	2.011019161644	0.0325610291835945	0.0443234327909214	0.237619877193657	0.226788174559459	0.0564632060375288	2.56005819198534	0.0104654637597119	0.225803241044245	0.00348467755005538	-0.00679318686065015	0.0137625419607609	-0.10175187054059	0.664662538172082	0.506293588150877	0.998628412486197	-7.94112801084446	1	0.0052433540505703	0.109613517761521
ENSG00000006747	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	protein_coding	7	12570577	12660179	1	0.5	5158	3	0.491519317066413	0.00511778813599091	0.0338878774355999	0.0202578795404536	0.0814609533821815	0.0597630892237607	0.0914690800786346	0.256021372616794	0.0569795799103389	2.84110599864855	0.0655469432365871	0.00449573666056039	0.245192231261506	0.32776447938366	0.0601192302709959	2.80136333682716	0.00508871895643962	0.0235006999924111	0.00350405673052896	0.00120761991638453	0.00580049354467339	0.144605211669602	2.99128721077102	0.00279007861987064	0.502388531490458	-3.64270593733927	1	0.00117034511455446	0.00492132962261879
ENSG00000007062	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	protein_coding	4	15963076	16084378	-1	0.5	3092	7	0.416052719334141	0.0145765973682417	0.0847083938090278	0.0268682702363033	0.154338555153468	0.157417772951514	0.135510916278443	0.223964870134988	0.135046967952275	2.50018042314893	0.050160263054582	0.0124130070555066	0.2191669184939	0.335743864923959	0.0480341381621116	2.5539323993953	0.010651393389016	0.0357898689942725	-0.0033530941866038	-0.00849654571740745	0.00179035734419985	-0.404438303278831	-1.27800510710131	0.201300325999517	0.998628412486197	-7.34517561747208	1	0.00262362811124301	0.0274072757464544
ENSG00000007306	CEACAM7	carcinoembryonic antigen related cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]	protein_coding	19	41673307	41706976	-1	0.5	1900	44	0.180759403641358	0.209023130284621	0.0718060843516146	0.257945571085361	0.18518122101335	0.47825058378564	1.89289886828638e-07	0.504955637826386	0.106089044296951	6.10681782573684	0.254980196172652	1.01637134053166e-09	0.528905522294685	0.188418399756515	0.279741051513814	6.28391909977162	3.30142553721791e-10	1.28560555720937e-06	-0.00128508825552407	-0.0168207221922723	0.0142505456812241	0.614747663294641	-0.162160645088149	0.87118517080732	0.998628412486197	-8.15537142782923	1	0.00792585996825946	0.25381155297491
ENSG00000007372	PAX6	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	protein_coding	11	31784779	31818062	-1	0.5	2441	53	0.171451714671215	0.113471927687042	0.119413213651295	0.180354003774897	0.242186152244915	0.470220825937246	2.57428185823664e-05	0.415719832911517	0.19704961402143	4.92576192926124	0.17282297947598	8.40322604300571e-07	0.474810319011486	0.227054897565545	0.225444839039789	5.55759934756576	2.73510312583751e-08	2.50524208336002e-05	0.00242350838354543	-0.0120195118661851	0.0168665286332759	-1.53560277718188	0.328948563738093	0.742206804467499	0.998628412486197	-8.11542134582004	1	0.00736841584881448	0.219795504426981
ENSG00000008083	JARID2	jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]	protein_coding	6	15246296	15522040	1	0.5	3017	23	0.35494472651318	0.0236316690331182	0.0194156832240277	0.00704228542368833	0.115577921616766	0.163195933779457	0.331145914100143	0.195062402194503	0.071575843516664	2.14308792833361	0.0380493407498899	0.0321060386025891	0.22417232582236	0.304449537884138	0.0502532316646064	2.62683090077892	0.0086184151114861	0.0501467771592007	-0.000710141110351154	-0.00643820227549306	0.00501792005479075	0.37460864348904	-0.243040414012435	0.807982945944435	0.998628412486197	-8.13740742823366	1	0.0029219390170397	0.0343859133229918
ENSG00000008256	CYTH3	cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]	protein_coding	7	6161776	6272644	-1	0.5	2974	28	0.320993556540993	0.0303374254566161	0.0347641848989734	0.00939743876411744	0.214365291944086	0.262037092020245	0.153373548705886	0.223614426101515	0.107632166219822	2.49852756908351	0.05000341156071	0.0124710441783537	0.264997373234843	0.298694725895928	0.0702236078213665	2.94764140524287	0.00320208267467618	0.0403388297172331	0.00585826302210238	-0.00122898161597299	0.0129455076601778	-0.111630848807709	1.62043990952084	0.105193828211491	0.966059930867477	-6.84761493283308	1	0.00361544646941983	0.0518589396112483
ENSG00000008394	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]	protein_coding	12	16347142	16609259	1	0.5	2405	11	0.431135389418575	0.135312389256861	0.0747823626651372	0.145675246085107	0.12812917313355	0.200600732602491	9.29573431797442e-07	0.4583097797799	0.174165472193132	5.60081040259038	0.2100478542419	2.13351993358257e-08	0.497201324678781	0.174890434496067	0.247209157262334	5.73084222857724	9.99331852130557e-09	2.62125497039963e-05	0.000778431713751722	-0.00826553819381982	0.00982240162132327	0.576893673322818	0.168734116036325	0.866011845572976	0.998628412486197	-8.15949953296131	1	0.00461381628639165	0.0869105573938626
ENSG00000008735	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]	protein_coding	22	50600685	50613981	1	0.5	2114	8	0.353917266474561	0.0303366359349638	0.025064169091451	0.0273289716860321	0.116727146404457	0.109541840894775	0.16291526443161	0.204623774312069	0.137376156444668	2.27182890685001	0.0418708890137165	0.0230968461881608	0.250892128530306	0.339195209950689	0.0629468601584677	2.91592924392801	0.00354630915179637	0.0141058714327376	-0.000547716018257648	-0.0056184139010851	0.00452298186456981	-0.171751138351256	-0.211752816202085	0.832307547474007	0.998628412486197	-8.1486050524826	1	0.00258651299011306	0.0271656903907024
ENSG00000008838	MED24	mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]	protein_coding	17	40019097	40061215	-1	0.5	2207	18	0.37914863960432	0.081768123233647	0.0446705013672503	0.124562271667582	0.102968891079231	0.160549719501627	0.00380671510809801	0.346736318208342	0.0709280755095159	3.93625899023139	0.120226074364677	8.27616550896406e-05	0.384593631724899	0.208348223418001	0.147912261563347	4.36303201511592	1.28272163300459e-05	0.00418704880863929	0.000665689937193825	-0.00594727706638877	0.00727865694077641	0.0400365941915816	0.197340909111426	0.843567893321711	0.998628412486197	-8.15434989618832	1	0.0033734639436107	0.0464704090228215
ENSG00000009724	MASP2	mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]	protein_coding	1	11026523	11047233	-1	0.5	2655	1	0.507022631666839	0.015615597031426	0.0524975581392334	0.0175187186579089	0.088293067985583	0.0704620820757377	0.0416414679105238	0.241405424340575	0.196040975332854	2.74458425306251	0.0582765789010533	0.00605875997651139	0.246418159005733	0.268048532035912	0.0607219090877748	2.80663954299183	0.00500612246866129	0.0816758574349854	-0.000217465000821664	-0.0011396431534838	0.000704713151840473	-0.0620624053737702	-0.462291626929671	0.643890071073536	0.998628412486197	-7.95434247252581	1	0.000466979443870942	0.00071063413539231
ENSG00000009790	TRAF3IP3	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]	protein_coding	1	209756032	209782320	1	0.5	3063	22	0.331554138865692	0.0430393487194094	0.06912198037631	0.0607902804010576	0.143153966122537	0.246768035147946	0.017740483063958	0.289009227302016	0.154067741742808	3.27947412251789	0.0835263334657085	0.00104000747719686	0.317797853795326	0.295289456347403	0.100995475876915	3.7203323076234	0.000198960813976427	0.00697898006367728	-0.00337843750367201	-0.0101775672927491	0.00342069228540512	-0.355240819488087	-0.97410112794147	0.33004818884014	0.998628412486197	-7.69406746565675	1	0.00346844686745912	0.0485730876535727
ENSG00000010626	LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]	protein_coding	12	6873569	6914243	1	0.5	3062	20	0.448698955864851	0.0204835841619508	0.0683040337935064	0.0524711183721506	0.0906366238371385	0.0957996155551754	0.0570294308131494	0.193112033766049	0.215447194702898	2.20505646787156	0.0372922575852598	0.0274501323077424	0.253633421710701	0.290570752107547	0.0643299126086784	2.77362034267229	0.00554363322966969	0.056526389515043	-0.00131016515257247	-0.00680843183589035	0.0041881015307454	-0.0390134357414517	-0.467134272504975	0.640421896712766	0.998628412486197	-8.07280886377167	1	0.00280469713858305	0.0326426207647056
ENSG00000011028	MRC2	mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]	protein_coding	17	62627401	62693597	1	0.5	1666	18	0.285787289657944	0.0486040468496513	0.0627919508220734	0.0570352915510246	0.11873460343121	0.210049315730372	0.000241657166816507	0.363661764788291	0.208507319611938	4.31221807876583	0.132249879168935	1.61624899017755e-05	0.275070403581247	0.223461398335989	0.07566372692635	2.98662285642965	0.00282077472360312	0.133201157359794	0.00548784501266774	-0.00334925799473529	0.0143249480200708	0.0996714752419964	1.21740031153611	0.223502979570388	0.998628412486197	-7.43011913150952	1	0.00450826851960911	0.0824626007833268
ENSG00000011426	ANLN	anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	protein_coding	7	36389806	36453791	1	0.5	3173	7	0.479705653301763	-0.00220171043108686	0.0445002446553284	-0.0306897242179397	0.102844085206474	0.0608231673436839	0.194647648587794	0.215374801415711	0.10702530286852	2.38506471907908	0.046386305084857	0.0170761169619788	0.169144309365395	0.2400396429365	0.0286097973906966	1.80335137897034	0.0713330483526932	0.485476542992202	0.000730706347097041	-0.00180039437480377	0.00326180706899785	-0.0548932800946047	0.56594592587314	0.571453100202488	0.998628412486197	-8.01008797450958	1	0.00129031756375543	0.00674872748125942
ENSG00000011485	PPP5C	protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]	protein_coding	19	46346994	46392981	1	0.5	2947	5	0.476246243916496	0.0018281198541664	0.0667606651462431	0.00593039079073325	0.0512017436526969	0.0624065990211138	0.191216748973053	0.187886314336839	0.129430741719857	2.08150310288548	0.0353012671150816	0.0373878803838101	0.277037653372956	0.200357012100768	0.0767498613863941	3.0229587301891	0.00250316377781755	0.130388445973858	0.000503146816205261	-0.00312300912461174	0.00412930275702226	-0.0866315646380745	0.272013048679793	0.785621962441485	0.998628412486197	-8.13942436083888	1	0.00184932144132039	0.0140377847687324
ENSG00000012061	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]	protein_coding	19	45407333	45478828	-1	0.5	3331	19	0.390851547487808	0.0118436762448354	0.117961269051724	0.0828156966305738	0.121346599385984	0.198328995518667	0.120725411688451	0.229980209401998	0.129307176345468	2.57276764039456	0.0528908967165866	0.0100888916396138	0.345099344841816	0.297017210784345	0.11909355781025	4.05825256939636	4.94412800012813e-05	0.00311690918606207	-0.000812366008432088	-0.00625395439121863	0.00462922237435445	0.201244593131922	-0.292662813879241	0.769790683551567	0.998628412486197	-8.12188878719482	1	0.00277576143741658	0.0308929323919348
ENSG00000013374	NUB1	negative regulator of ubiquitin like proteins 1 [Source:HGNC Symbol;Acc:HGNC:17623]	protein_coding	7	151341699	151378449	1	0.5	3619	18	0.364460217901574	0.0280605979800956	0.0630551099681261	0.0554425877724634	0.112582916544606	0.179925141202957	0.105960483663254	0.220470618943533	0.148991785148342	2.45437657858451	0.0486072938173445	0.0141129101560394	0.256136769755822	0.204160248670748	0.0656060448209467	2.77722696499785	0.00548248805063925	0.273709541435583	0.000542408460605177	-0.00538883679912628	0.00647365372033663	-0.0755928001378871	0.179275961625756	0.857727473583542	0.998628412486197	-8.15211562830266	1	0.00302561545117177	0.0369618953736464
ENSG00000013573	DDX11	DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]	protein_coding	12	31073845	31104791	1	0.5	4990	74	0.263464266099049	0.532124475765303	0.144462338931771	0.570145343398637	0.214268313383299	0.654448114180737	2.57306803578337e-23	0.771978199184363	0.0705100798595966	11.2902803059655	0.595950340015932	1.46568499107919e-29	0.779007464146194	0.152975832818011	0.606852629195484	11.2628504970603	2.00177115298212e-29	3.01356413866024e-21	-0.00732376425453584	-0.0336494708129743	0.0190019423039026	-0.842507668871985	-0.54537573145916	0.585516737809392	0.998628412486197	-8.03587151177541	1	0.0134308361738946	0.7525254002857
ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]	protein_coding	8	143437655	143541453	-1	0.5	3212	23	0.377181278407951	0.0430896503311848	0.0314798627094696	0.0338812920144171	0.0922040417408654	0.136352619766602	0.123968364558091	0.238266536778411	0.0980295475160239	2.6401601051945	0.0567709425483777	0.00828668688790395	0.206466396093579	0.212098551549896	0.0426283727158707	2.22646428359442	0.0259830987777044	0.48571696624079	-0.00191301680001898	-0.0072302439938826	0.00340421039384464	-0.139282558339404	-0.705301902076283	0.480651562129654	0.998628412486197	-7.92295250822347	1	0.00271231027560477	0.0299026356214323
ENSG00000018236	CNTN1	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]	protein_coding	12	40692442	41072418	1	0.5	4150	35	0.332796448778422	0.147164609273381	0.388921155879572	0.0183530969121673	0.745166118375132	0.392768406480868	7.55384962201917e-10	0.556081501424003	0.149548792455479	6.98210800722817	0.309226636225973	2.90783430205311e-12	0.508380128329967	0.205491768838581	0.258450354880794	6.11781603179923	9.48664935180785e-10	1.86658048046143e-06	0.00135533395027668	-0.0148744910028495	0.0175851589034028	0.5046809623692	0.163709533051359	0.869965690101741	0.998628412486197	-8.16384925334598	1	0.0082800334812049	0.281884813836782
ENSG00000018699	TTC27	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]	protein_coding	2	32628032	32821051	1	0.5	2920	8	0.447000963275849	0.0352006062182779	0.0528365114122935	0.0367018576288766	0.112685219928335	0.105356410534646	0.0146840858934884	0.291880507478869	0.147421202220842	3.33439077536413	0.085194230646122	0.000854864667487822	0.33545987969075	0.243452228315755	0.112533330882133	3.77467899168871	0.000160213838309568	0.018940110883571	-0.00238818965664835	-0.00484251144152621	6.61321282295082e-05	-0.187291273529149	-1.9075625895956	0.0564986145154388	0.894564337560789	-6.28392200918009	1	0.00125095797004942	0.00552811075998934
ENSG00000020922	MRE11	MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]	protein_coding	11	94415578	94493908	-1	0.5	2716	25	0.279654116789165	0.0276215225812669	0.0239448197105357	0.0264153091386864	0.125851021164702	0.216604445829638	0.0103445239328633	0.236307218489988	0.166828323915176	2.65408109232154	0.055841101510475	0.00795247129687815	0.25285452518383	0.290681547012326	0.0639354109059402	2.74121037840289	0.00612132998167819	0.0575954261131314	0.000227076654987456	-0.00826907601426836	0.00872322932424328	0.510160454222182	0.0523952200473934	0.958215642017839	0.998628412486197	-8.17103418367053	1	0.00433431167632107	0.0764969828300995
ENSG00000021762	OSBPL5	oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]	protein_coding	11	3087116	3166739	-1	0.5	3451	33	0.400021429969493	0.0521017974765493	0.0952286345302057	-0.0567214821476047	0.0921445331982895	0.202750935339235	0.0352157601019412	0.258668548748809	0.182493374135685	2.9292035154625	0.0669094181118148	0.00339831838839735	0.10291144583967	0.233321678590785	0.0105907656848112	1.11624001342375	0.264319411038989	0.70379660354581	0.00142745183157524	-0.00389724121526298	0.00675214487841347	-0.0657284706369056	0.52554314228549	0.599226372180421	0.998628412486197	-8.0207777830319	1	0.00271610830917282	0.0292319985738328
ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]	protein_coding	2	210477682	210679107	1	0.5	2720	33	0.474208263295634	-0.00188881121921776	0.0747534974618394	0.0715283323387921	0.142004896620113	0.143435030694564	0.00448058201135203	0.316878155392987	0.175404911527481	3.64400677049716	0.100411765365262	0.000268426353573281	0.340246034111221	0.19064442709463	0.115767363728414	3.72931653350689	0.000191999842097408	0.0336925223426443	-0.00222336844464952	-0.00840990816775065	0.0039631712784516	0.209072553529623	-0.704539132062128	0.481126237501647	0.998628412486197	-7.92487588519977	1	0.00315588264413557	0.0405954858947986
ENSG00000021852	C8B	complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]	protein_coding	1	56929210	56966140	-1	0.5	3394	50	0.271898604888729	-0.049353255442178	0.153781243645436	0.00515845858142074	0.154939108815023	0.329539980580128	0.0355046951043471	0.267938345537767	0.155037700316565	3.02686623698419	0.0717909570095157	0.0024710327916092	0.279467780111354	0.185489415288898	0.0781022401203679	3.04156663011668	0.00235350470127702	0.186484184535321	0.000628630781974046	-0.00761239663835645	0.00886965820230455	0.365626705441984	0.149539447680988	0.88113334205273	0.998628412486197	-8.14994906489292	1	0.00420413589473784	0.0703638505048057
