GENE	REF1	REF2	CORR
ENSG00000026950.12:BTN3A1	Liver	Pituitary	0.8489
ENSG00000026950.12:BTN3A1	Minor_Salivary_Gland	Pituitary	0.7263
ENSG00000026950.12:BTN3A1	Nerve_Tibial	Pituitary	0.8759
ENSG00000026950.12:BTN3A1	Ovary	Pituitary	0.8947
ENSG00000026950.12:BTN3A1	Pancreas	Pituitary	0.7379
ENSG00000026950.12:BTN3A1	Adipose_Subcutaneous	Skin_Sun_Exposed_Lower_leg	0.8952
ENSG00000026950.12:BTN3A1	Adrenal_Gland	Skin_Sun_Exposed_Lower_leg	0.8056
ENSG00000026950.12:BTN3A1	Artery_Coronary	Skin_Sun_Exposed_Lower_leg	0.7730
ENSG00000026950.12:BTN3A1	Brain_Anterior_cingulate_cortex_BA24	Skin_Sun_Exposed_Lower_leg	0.7020
ENSG00000026950.12:BTN3A1	Brain_Cortex	Skin_Sun_Exposed_Lower_leg	0.8741
ENSG00000026950.12:BTN3A1	Cells_EBV-transformed_lymphocytes	Skin_Sun_Exposed_Lower_leg	0.8661
ENSG00000026950.12:BTN3A1	Esophagus_Gastroesophageal_Junction	Skin_Sun_Exposed_Lower_leg	0.9181
ENSG00000026950.12:BTN3A1	Esophagus_Mucosa	Skin_Sun_Exposed_Lower_leg	0.9027
ENSG00000026950.12:BTN3A1	Heart_Atrial_Appendage	Skin_Sun_Exposed_Lower_leg	0.8806
ENSG00000026950.12:BTN3A1	Liver	Skin_Sun_Exposed_Lower_leg	0.8539
ENSG00000026950.12:BTN3A1	Minor_Salivary_Gland	Skin_Sun_Exposed_Lower_leg	0.7438
ENSG00000026950.12:BTN3A1	Nerve_Tibial	Skin_Sun_Exposed_Lower_leg	0.9211
ENSG00000026950.12:BTN3A1	Ovary	Skin_Sun_Exposed_Lower_leg	0.9298
ENSG00000026950.12:BTN3A1	Pancreas	Skin_Sun_Exposed_Lower_leg	0.7884
ENSG00000026950.12:BTN3A1	Pituitary	Skin_Sun_Exposed_Lower_leg	0.9290
ENSG00000026950.12:BTN3A1	Adipose_Subcutaneous	Small_Intestine_Terminal_Ileum	0.8239
ENSG00000026950.12:BTN3A1	Adrenal_Gland	Small_Intestine_Terminal_Ileum	0.6745
ENSG00000026950.12:BTN3A1	Artery_Coronary	Small_Intestine_Terminal_Ileum	0.7487
ENSG00000026950.12:BTN3A1	Brain_Anterior_cingulate_cortex_BA24	Small_Intestine_Terminal_Ileum	0.7867
ENSG00000026950.12:BTN3A1	Brain_Cortex	Small_Intestine_Terminal_Ileum	0.8456
ENSG00000026950.12:BTN3A1	Cells_EBV-transformed_lymphocytes	Small_Intestine_Terminal_Ileum	0.6815
ENSG00000026950.12:BTN3A1	Esophagus_Gastroesophageal_Junction	Small_Intestine_Terminal_Ileum	0.7302
ENSG00000026950.12:BTN3A1	Esophagus_Mucosa	Small_Intestine_Terminal_Ileum	0.8495
ENSG00000026950.12:BTN3A1	Heart_Atrial_Appendage	Small_Intestine_Terminal_Ileum	0.7813
ENSG00000026950.12:BTN3A1	Liver	Small_Intestine_Terminal_Ileum	0.5899
ENSG00000026950.12:BTN3A1	Minor_Salivary_Gland	Small_Intestine_Terminal_Ileum	0.7856
ENSG00000026950.12:BTN3A1	Nerve_Tibial	Small_Intestine_Terminal_Ileum	0.8529
ENSG00000026950.12:BTN3A1	Ovary	Small_Intestine_Terminal_Ileum	0.8079
ENSG00000026950.12:BTN3A1	Pancreas	Small_Intestine_Terminal_Ileum	0.5877
ENSG00000026950.12:BTN3A1	Pituitary	Small_Intestine_Terminal_Ileum	0.7198
ENSG00000026950.12:BTN3A1	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	0.7340
ENSG00000026950.12:BTN3A1	Adipose_Subcutaneous	Spleen	0.8648
ENSG00000026950.12:BTN3A1	Adrenal_Gland	Spleen	0.8975
ENSG00000026950.12:BTN3A1	Artery_Coronary	Spleen	0.8008
ENSG00000026950.12:BTN3A1	Brain_Anterior_cingulate_cortex_BA24	Spleen	0.7394
ENSG00000026950.12:BTN3A1	Brain_Cortex	Spleen	0.8709
ENSG00000026950.12:BTN3A1	Cells_EBV-transformed_lymphocytes	Spleen	0.8136
ENSG00000026950.12:BTN3A1	Esophagus_Gastroesophageal_Junction	Spleen	0.8884
ENSG00000026950.12:BTN3A1	Esophagus_Mucosa	Spleen	0.9386
ENSG00000026950.12:BTN3A1	Heart_Atrial_Appendage	Spleen	0.8285
ENSG00000026950.12:BTN3A1	Liver	Spleen	0.7187
ENSG00000026950.12:BTN3A1	Minor_Salivary_Gland	Spleen	0.7490
ENSG00000026950.12:BTN3A1	Nerve_Tibial	Spleen	0.9407
ENSG00000026950.12:BTN3A1	Ovary	Spleen	0.9210
ENSG00000026950.12:BTN3A1	Pancreas	Spleen	0.7466
ENSG00000026950.12:BTN3A1	Pituitary	Spleen	0.8456
ENSG00000026950.12:BTN3A1	Skin_Sun_Exposed_Lower_leg	Spleen	0.8903
ENSG00000026950.12:BTN3A1	Small_Intestine_Terminal_Ileum	Spleen	0.8198
ENSG00000026950.12:BTN3A1	Adipose_Subcutaneous	Testis	0.3029
ENSG00000026950.12:BTN3A1	Adrenal_Gland	Testis	0.5061
ENSG00000026950.12:BTN3A1	Artery_Coronary	Testis	0.6589
ENSG00000026950.12:BTN3A1	Brain_Anterior_cingulate_cortex_BA24	Testis	0.3045
ENSG00000026950.12:BTN3A1	Brain_Cortex	Testis	0.3967
ENSG00000026950.12:BTN3A1	Cells_EBV-transformed_lymphocytes	Testis	0.0407
ENSG00000026950.12:BTN3A1	Esophagus_Gastroesophageal_Junction	Testis	0.3459
ENSG00000026950.12:BTN3A1	Esophagus_Mucosa	Testis	0.5471
ENSG00000026950.12:BTN3A1	Heart_Atrial_Appendage	Testis	0.4589
ENSG00000026950.12:BTN3A1	Liver	Testis	0.2103
ENSG00000026950.12:BTN3A1	Minor_Salivary_Gland	Testis	0.0571
ENSG00000026950.12:BTN3A1	Nerve_Tibial	Testis	0.3384
ENSG00000026950.12:BTN3A1	Ovary	Testis	0.3592
ENSG00000026950.12:BTN3A1	Pancreas	Testis	0.2215
ENSG00000026950.12:BTN3A1	Pituitary	Testis	0.1869
ENSG00000026950.12:BTN3A1	Skin_Sun_Exposed_Lower_leg	Testis	0.3328
ENSG00000026950.12:BTN3A1	Small_Intestine_Terminal_Ileum	Testis	0.2870
ENSG00000026950.12:BTN3A1	Spleen	Testis	0.4377
ENSG00000026950.12:BTN3A1	Adipose_Subcutaneous	Thyroid	0.8702
ENSG00000026950.12:BTN3A1	Adrenal_Gland	Thyroid	0.8590
ENSG00000026950.12:BTN3A1	Artery_Coronary	Thyroid	0.9374
ENSG00000026950.12:BTN3A1	Brain_Anterior_cingulate_cortex_BA24	Thyroid	0.7237
ENSG00000026950.12:BTN3A1	Brain_Cortex	Thyroid	0.8931
ENSG00000026950.12:BTN3A1	Cells_EBV-transformed_lymphocytes	Thyroid	0.7958
ENSG00000026950.12:BTN3A1	Esophagus_Gastroesophageal_Junction	Thyroid	0.8531
ENSG00000026950.12:BTN3A1	Esophagus_Mucosa	Thyroid	0.9281
ENSG00000026950.12:BTN3A1	Heart_Atrial_Appendage	Thyroid	0.8949
ENSG00000026950.12:BTN3A1	Liver	Thyroid	0.7657
ENSG00000026950.12:BTN3A1	Minor_Salivary_Gland	Thyroid	0.6540
ENSG00000026950.12:BTN3A1	Nerve_Tibial	Thyroid	0.9206
ENSG00000026950.12:BTN3A1	Ovary	Thyroid	0.9117
ENSG00000026950.12:BTN3A1	Pancreas	Thyroid	0.7056
ENSG00000026950.12:BTN3A1	Pituitary	Thyroid	0.7660
ENSG00000026950.12:BTN3A1	Skin_Sun_Exposed_Lower_leg	Thyroid	0.8794
ENSG00000026950.12:BTN3A1	Small_Intestine_Terminal_Ileum	Thyroid	0.7873
ENSG00000026950.12:BTN3A1	Spleen	Thyroid	0.9040
ENSG00000026950.12:BTN3A1	Testis	Thyroid	0.5635
ENSG00000026950.12:BTN3A1	Adipose_Subcutaneous	Uterus	0.7949
ENSG00000026950.12:BTN3A1	Adrenal_Gland	Uterus	0.7405
ENSG00000026950.12:BTN3A1	Artery_Coronary	Uterus	0.7205
ENSG00000026950.12:BTN3A1	Brain_Anterior_cingulate_cortex_BA24	Uterus	0.6641
ENSG00000026950.12:BTN3A1	Brain_Cortex	Uterus	0.8105
ENSG00000026950.12:BTN3A1	Cells_EBV-transformed_lymphocytes	Uterus	0.9314
ENSG00000026950.12:BTN3A1	Esophagus_Gastroesophageal_Junction	Uterus	0.7682
ENSG00000026950.12:BTN3A1	Esophagus_Mucosa	Uterus	0.7867
ENSG00000026950.12:BTN3A1	Heart_Atrial_Appendage	Uterus	0.7529
ENSG00000026950.12:BTN3A1	Liver	Uterus	0.7171
ENSG00000026950.12:BTN3A1	Minor_Salivary_Gland	Uterus	0.6991
ENSG00000026950.12:BTN3A1	Nerve_Tibial	Uterus	0.8828
ENSG00000026950.12:BTN3A1	Ovary	Uterus	0.8752
ENSG00000026950.12:BTN3A1	Pancreas	Uterus	0.6734
ENSG00000026950.12:BTN3A1	Pituitary	Uterus	0.7475
ENSG00000026950.12:BTN3A1	Skin_Sun_Exposed_Lower_leg	Uterus	0.8158
ENSG00000026950.12:BTN3A1	Small_Intestine_Terminal_Ileum	Uterus	0.7172
ENSG00000026950.12:BTN3A1	Spleen	Uterus	0.8433
ENSG00000026950.12:BTN3A1	Testis	Uterus	0.2177
ENSG00000026950.12:BTN3A1	Thyroid	Uterus	0.8713
ENSG00000026950.12:BTN3A1	Adipose_Subcutaneous	Vagina	0.7228
ENSG00000026950.12:BTN3A1	Adrenal_Gland	Vagina	0.7358
ENSG00000026950.12:BTN3A1	Artery_Coronary	Vagina	0.6182
ENSG00000026950.12:BTN3A1	Brain_Anterior_cingulate_cortex_BA24	Vagina	0.6481
ENSG00000026950.12:BTN3A1	Brain_Cortex	Vagina	0.7511
ENSG00000026950.12:BTN3A1	Cells_EBV-transformed_lymphocytes	Vagina	0.7629
ENSG00000026950.12:BTN3A1	Esophagus_Gastroesophageal_Junction	Vagina	0.8011
ENSG00000026950.12:BTN3A1	Esophagus_Mucosa	Vagina	0.8328
ENSG00000026950.12:BTN3A1	Heart_Atrial_Appendage	Vagina	0.7634
ENSG00000026950.12:BTN3A1	Liver	Vagina	0.7077
ENSG00000026950.12:BTN3A1	Minor_Salivary_Gland	Vagina	0.7288
ENSG00000026950.12:BTN3A1	Nerve_Tibial	Vagina	0.8001
ENSG00000026950.12:BTN3A1	Ovary	Vagina	0.8345
ENSG00000026950.12:BTN3A1	Pancreas	Vagina	0.6899
ENSG00000026950.12:BTN3A1	Pituitary	Vagina	0.8143
ENSG00000026950.12:BTN3A1	Skin_Sun_Exposed_Lower_leg	Vagina	0.7577
ENSG00000026950.12:BTN3A1	Small_Intestine_Terminal_Ileum	Vagina	0.7098
ENSG00000026950.12:BTN3A1	Spleen	Vagina	0.7979
ENSG00000026950.12:BTN3A1	Testis	Vagina	0.2359
ENSG00000026950.12:BTN3A1	Thyroid	Vagina	0.7196
ENSG00000026950.12:BTN3A1	Uterus	Vagina	0.7248
ENSG00000030110.8:BAK1	Adrenal_Gland	Artery_Aorta	0.753
ENSG00000030110.8:BAK1	Adrenal_Gland	Artery_Coronary	0.827
ENSG00000030110.8:BAK1	Artery_Aorta	Artery_Coronary	0.832
ENSG00000030110.8:BAK1	Adrenal_Gland	Brain_Anterior_cingulate_cortex_BA24	0.404
ENSG00000030110.8:BAK1	Artery_Aorta	Brain_Anterior_cingulate_cortex_BA24	0.537
ENSG00000030110.8:BAK1	Artery_Coronary	Brain_Anterior_cingulate_cortex_BA24	0.401
ENSG00000030110.8:BAK1	Adrenal_Gland	Brain_Caudate_basal_ganglia	0.465
ENSG00000030110.8:BAK1	Artery_Aorta	Brain_Caudate_basal_ganglia	0.710
ENSG00000030110.8:BAK1	Artery_Coronary	Brain_Caudate_basal_ganglia	0.493
ENSG00000030110.8:BAK1	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	0.649
ENSG00000030110.8:BAK1	Adrenal_Gland	Colon_Sigmoid	0.764
ENSG00000030110.8:BAK1	Artery_Aorta	Colon_Sigmoid	0.729
ENSG00000030110.8:BAK1	Artery_Coronary	Colon_Sigmoid	0.766
ENSG00000030110.8:BAK1	Brain_Anterior_cingulate_cortex_BA24	Colon_Sigmoid	0.237
ENSG00000030110.8:BAK1	Brain_Caudate_basal_ganglia	Colon_Sigmoid	0.491
ENSG00000030110.8:BAK1	Adrenal_Gland	Colon_Transverse	0.783
ENSG00000030110.8:BAK1	Artery_Aorta	Colon_Transverse	0.939
ENSG00000030110.8:BAK1	Artery_Coronary	Colon_Transverse	0.794
ENSG00000030110.8:BAK1	Brain_Anterior_cingulate_cortex_BA24	Colon_Transverse	0.593
ENSG00000030110.8:BAK1	Brain_Caudate_basal_ganglia	Colon_Transverse	0.680
ENSG00000030110.8:BAK1	Colon_Sigmoid	Colon_Transverse	0.671
ENSG00000030110.8:BAK1	Adrenal_Gland	Esophagus_Gastroesophageal_Junction	0.809
ENSG00000030110.8:BAK1	Artery_Aorta	Esophagus_Gastroesophageal_Junction	0.824
ENSG00000030110.8:BAK1	Artery_Coronary	Esophagus_Gastroesophageal_Junction	0.813
ENSG00000030110.8:BAK1	Brain_Anterior_cingulate_cortex_BA24	Esophagus_Gastroesophageal_Junction	0.356
ENSG00000030110.8:BAK1	Brain_Caudate_basal_ganglia	Esophagus_Gastroesophageal_Junction	0.521
ENSG00000030110.8:BAK1	Colon_Sigmoid	Esophagus_Gastroesophageal_Junction	0.781
ENSG00000030110.8:BAK1	Colon_Transverse	Esophagus_Gastroesophageal_Junction	0.780
ENSG00000030110.8:BAK1	Adrenal_Gland	Heart_Atrial_Appendage	0.690
ENSG00000030110.8:BAK1	Artery_Aorta	Heart_Atrial_Appendage	0.719
ENSG00000030110.8:BAK1	Artery_Coronary	Heart_Atrial_Appendage	0.716
ENSG00000030110.8:BAK1	Brain_Anterior_cingulate_cortex_BA24	Heart_Atrial_Appendage	0.332
ENSG00000030110.8:BAK1	Brain_Caudate_basal_ganglia	Heart_Atrial_Appendage	0.581
ENSG00000030110.8:BAK1	Colon_Sigmoid	Heart_Atrial_Appendage	0.644
ENSG00000030110.8:BAK1	Colon_Transverse	Heart_Atrial_Appendage	0.647
ENSG00000030110.8:BAK1	Esophagus_Gastroesophageal_Junction	Heart_Atrial_Appendage	0.684
ENSG00000030110.8:BAK1	Adrenal_Gland	Liver	0.912
ENSG00000030110.8:BAK1	Artery_Aorta	Liver	0.907
ENSG00000030110.8:BAK1	Artery_Coronary	Liver	0.898
ENSG00000030110.8:BAK1	Brain_Anterior_cingulate_cortex_BA24	Liver	0.442
ENSG00000030110.8:BAK1	Brain_Caudate_basal_ganglia	Liver	0.580
ENSG00000030110.8:BAK1	Colon_Sigmoid	Liver	0.830
ENSG00000030110.8:BAK1	Colon_Transverse	Liver	0.867
ENSG00000030110.8:BAK1	Esophagus_Gastroesophageal_Junction	Liver	0.889
ENSG00000030110.8:BAK1	Heart_Atrial_Appendage	Liver	0.749
ENSG00000030110.8:BAK1	Adrenal_Gland	Nerve_Tibial	0.673
ENSG00000030110.8:BAK1	Artery_Aorta	Nerve_Tibial	0.803
ENSG00000030110.8:BAK1	Artery_Coronary	Nerve_Tibial	0.630
ENSG00000030110.8:BAK1	Brain_Anterior_cingulate_cortex_BA24	Nerve_Tibial	0.728
ENSG00000030110.8:BAK1	Brain_Caudate_basal_ganglia	Nerve_Tibial	0.663
ENSG00000030110.8:BAK1	Colon_Sigmoid	Nerve_Tibial	0.422
ENSG00000030110.8:BAK1	Colon_Transverse	Nerve_Tibial	0.854
ENSG00000030110.8:BAK1	Esophagus_Gastroesophageal_Junction	Nerve_Tibial	0.588
ENSG00000030110.8:BAK1	Heart_Atrial_Appendage	Nerve_Tibial	0.548
ENSG00000030110.8:BAK1	Liver	Nerve_Tibial	0.691
ENSG00000030110.8:BAK1	Adrenal_Gland	Skin_Not_Sun_Exposed_Suprapubic	0.831
ENSG00000030110.8:BAK1	Artery_Aorta	Skin_Not_Sun_Exposed_Suprapubic	0.865
ENSG00000030110.8:BAK1	Artery_Coronary	Skin_Not_Sun_Exposed_Suprapubic	0.852
ENSG00000030110.8:BAK1	Brain_Anterior_cingulate_cortex_BA24	Skin_Not_Sun_Exposed_Suprapubic	0.512
ENSG00000030110.8:BAK1	Brain_Caudate_basal_ganglia	Skin_Not_Sun_Exposed_Suprapubic	0.626
ENSG00000030110.8:BAK1	Colon_Sigmoid	Skin_Not_Sun_Exposed_Suprapubic	0.852
ENSG00000030110.8:BAK1	Colon_Transverse	Skin_Not_Sun_Exposed_Suprapubic	0.832
ENSG00000030110.8:BAK1	Esophagus_Gastroesophageal_Junction	Skin_Not_Sun_Exposed_Suprapubic	0.831
ENSG00000030110.8:BAK1	Heart_Atrial_Appendage	Skin_Not_Sun_Exposed_Suprapubic	0.683
ENSG00000030110.8:BAK1	Liver	Skin_Not_Sun_Exposed_Suprapubic	0.927
ENSG00000030110.8:BAK1	Nerve_Tibial	Skin_Not_Sun_Exposed_Suprapubic	0.608
ENSG00000030110.8:BAK1	Adrenal_Gland	Vagina	0.871
ENSG00000030110.8:BAK1	Artery_Aorta	Vagina	0.846
ENSG00000030110.8:BAK1	Artery_Coronary	Vagina	0.868
ENSG00000030110.8:BAK1	Brain_Anterior_cingulate_cortex_BA24	Vagina	0.359
ENSG00000030110.8:BAK1	Brain_Caudate_basal_ganglia	Vagina	0.541
ENSG00000030110.8:BAK1	Colon_Sigmoid	Vagina	0.899
ENSG00000030110.8:BAK1	Colon_Transverse	Vagina	0.811
ENSG00000030110.8:BAK1	Esophagus_Gastroesophageal_Junction	Vagina	0.866
ENSG00000030110.8:BAK1	Heart_Atrial_Appendage	Vagina	0.742
ENSG00000030110.8:BAK1	Liver	Vagina	0.933
ENSG00000030110.8:BAK1	Nerve_Tibial	Vagina	0.585
ENSG00000030110.8:BAK1	Skin_Not_Sun_Exposed_Suprapubic	Vagina	0.913
ENSG00000030110.8:BAK1	Adrenal_Gland	Whole_Blood	0.885
ENSG00000030110.8:BAK1	Artery_Aorta	Whole_Blood	0.914
ENSG00000030110.8:BAK1	Artery_Coronary	Whole_Blood	0.834
ENSG00000030110.8:BAK1	Brain_Anterior_cingulate_cortex_BA24	Whole_Blood	0.614
ENSG00000030110.8:BAK1	Brain_Caudate_basal_ganglia	Whole_Blood	0.652
